ticker,name,sector,roe,revCAGR,epsCAGR,pe,fy_window,rebalance_date
BHEL,Bharat Heavy Electricals Ltd,Capital Goods,-1.93,2.17,,169.68,FY2020-FY2024,2024-12-25
BPCL,Bharat Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,23.2,9.5,54.47,9.13,FY2020-FY2024,2024-12-25
BHARTIARTL,Bharti Airtel Ltd,Telecommunication,-12.79,11.62,,56.39,FY2020-FY2024,2024-12-25
BHARTIHEXA,Bharti Hexacom Ltd,Telecommunication,-3.69,12.85,,59.68,FY2020-FY2024,2024-12-25
BIKAJI,Bikaji Foods International Ltd,Fast Moving Consumer Goods,16.51,16.72,-14.47,71.97,FY2020-FY2024,2024-12-25
GROWW,Billionbrains Garage Ventures Ltd,Financial Services,-13.44,,,,FY2020-FY2024,2024-12-25
BIOCON,Biocon Ltd,Healthcare,9.36,18.56,6.43,49.19,FY2020-FY2024,2024-12-25
BSOFT,Birlasoft Ltd,Information Technology,16.72,9.91,22.76,27.57,FY2020-FY2024,2024-12-25
BLUEDART,Blue Dart Express Ltd,Services,21.92,10.72,,62.38,FY2020-FY2024,2024-12-25
BLUEJET,Blue Jet Healthcare Ltd,Healthcare,35.75,5.76,-79.18,41.58,FY2020-FY2024,2024-12-25
BLUESTARCO,Blue Star Ltd,Consumer Durables,20.47,12.56,22.09,73.88,FY2020-FY2024,2024-12-25
BBTC,The Bombay Burmah Trading Corporation Ltd,Fast Moving Consumer Goods,18.73,7.55,1.25,13.5,FY2020-FY2024,2024-12-25
BOSCHLTD,Bosch Ltd,Automobile and Auto Components,11.75,11.19,30.85,50.27,FY2020-FY2024,2024-12-25
FIRSTCRY,Brainbees Solutions Ltd,Consumer Services,-0.81,21.83,,,FY2020-FY2024,2024-12-25
BRIGADE,Brigade Enterprises Ltd,Realty,3.52,13.22,25.07,46.47,FY2020-FY2024,2024-12-25
BRITANNIA,Britannia Industries Ltd,Fast Moving Consumer Goods,52.31,7.65,8.78,52.53,FY2020-FY2024,2024-12-25
MAPMYINDIA,C.E. Info Systems Ltd,Information Technology,22.85,20.53,-16.36,65.63,FY2020-FY2024,2024-12-25
CCL,CCL Products (India) Ltd,Fast Moving Consumer Goods,18.14,18.43,8.48,36.18,FY2020-FY2024,2024-12-25
CESC,CESC Ltd,Power,13.66,4.69,1.66,17.55,FY2020-FY2024,2024-12-25
CGPOWER,CG Power & Industrial Solutions Ltd,Capital Goods,34.74,19.15,,118.12,FY2020-FY2024,2024-12-25
CIEINDIA,CIE Automotive India Ltd,Automobile and Auto Components,,,,30.32,FY2020-FY2024,2024-12-25
CRISIL,CRISIL Ltd,Financial Services,,,,67.61,FY2020-FY2024,2024-12-25
CANFINHOME,Can Fin Homes Ltd,Financial Services,18.43,11.66,14.82,11.62,FY2020-FY2024,2024-12-25
CANBK,Canara Bank,Banks,8.34,17.3,,5.81,FY2020-FY2024,2024-12-25
CANHLIFE,Canara HSBC Life Insurance Company Ltd,Financial Services,5.88,30.96,1.4,,FY2020-FY2024,2024-12-25
CAPLIPOINT,Caplin Point Laboratories Ltd,Healthcare,26.86,14.44,16.19,35.65,FY2020-FY2024,2024-12-25
CGCL,Capri Global Capital Ltd,Financial Services,9.63,26.4,11.58,40.55,FY2020-FY2024,2024-12-25
CARBORUNIV,Carborundum Universal Ltd,Capital Goods,15.73,12.59,11.01,61.01,FY2020-FY2024,2024-12-25
CARTRADE,Cartrade Tech Ltd,Consumer Services,1.2,10.46,-45.5,64.02,FY2020-FY2024,2024-12-25
CASTROLIND,Castrol India Ltd,Oil Gas & Consumable Fuels,,,,20.91,FY2020-FY2024,2024-12-25
CEATLTD,CEAT Ltd,Automobile and Auto Components,9.31,11.99,22.68,25.54,FY2020-FY2024,2024-12-25
CEMPRO,Cemindia Projects Ltd,Construction,8.53,21.95,44.71,25.7,FY2020-FY2024,2024-12-25
CENTRALBK,Central Bank of India,Banks,1.71,5.45,,13.26,FY2020-FY2024,2024-12-25
CDSL,Central Depository Services (India) Ltd,Financial Services,25.51,29.26,31.6,68.45,FY2020-FY2024,2024-12-25
CHALET,Chalet Hotels Ltd,Consumer Services,4.11,7.63,22.0,197.91,FY2020-FY2024,2024-12-25
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Chemicals,27.6,8.04,1.57,12.59,FY2020-FY2024,2024-12-25
CHENNPETRO,Chennai Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,20.78,12.3,,26.66,FY2020-FY2024,2024-12-25
CHOICEIN,Choice International Ltd,Financial Services,13.31,41.77,39.54,73.78,FY2020-FY2024,2024-12-25
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Financial Services,36.67,14.48,26.33,12.69,FY2020-FY2024,2024-12-25
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financial Services,18.49,17.08,25.93,24.19,FY2020-FY2024,2024-12-25
CIPLA,Cipla Ltd,Healthcare,13.23,8.51,21.63,23.89,FY2020-FY2024,2024-12-25
CUB,City Union Bank Ltd,Banks,11.69,4.8,16.21,11.86,FY2020-FY2024,2024-12-25
CLEAN,Clean Science & Technology Ltd,Chemicals,36.11,13.55,-53.46,59.28,FY2020-FY2024,2024-12-25
COALINDIA,Coal India Ltd,Oil Gas & Consumable Fuels,50.14,8.54,17.48,6.88,FY2020-FY2024,2024-12-25
COCHINSHIP,Cochin Shipyard Ltd,Capital Goods,14.11,2.28,4.39,48.3,FY2020-FY2024,2024-12-25
COFORGE,Coforge Ltd,Information Technology,23.63,16.58,12.96,79.24,FY2020-FY2024,2024-12-25
COHANCE,Cohance Lifesciences Ltd,Healthcare,27.59,4.73,-1.07,68.45,FY2020-FY2024,2024-12-25
COLPAL,Colgate-Palmolive (India) Ltd,Fast Moving Consumer Goods,67.49,4.65,10.15,50.75,FY2020-FY2024,2024-12-25
CAMS,Computer Age Management Services Ltd,Financial Services,40.75,10.19,15.34,52.55,FY2020-FY2024,2024-12-25
CONCORDBIO,Concord Biotech Ltd,Healthcare,21.27,14.71,-30.2,68.48,FY2020-FY2024,2024-12-25
CONCOR,Container Corporation Of India Ltd,Services,8.13,5.79,25.58,45.24,FY2020-FY2024,2024-12-25
COROMANDEL,Coromandel International Ltd,Chemicals,25.91,10.92,8.94,33.3,FY2020-FY2024,2024-12-25
CRAFTSMAN,Craftsman Automation Ltd,Automobile and Auto Components,14.96,24.44,48.61,62.75,FY2020-FY2024,2024-12-25
CREDITACC,CreditAccess Grameen Ltd,Financial Services,13.76,24.84,31.39,14.94,FY2020-FY2024,2024-12-25
CROMPTON,Crompton Greaves Consumer Electricals Ltd,Consumer Durables,27.11,10.1,-2.86,47.86,FY2020-FY2024,2024-12-25
CUMMINSIND,Cummins India Ltd,Capital Goods,19.94,11.63,19.52,46.36,FY2020-FY2024,2024-12-25
CYIENT,Cyient Ltd,Information Technology,15.5,10.05,14.61,33.13,FY2020-FY2024,2024-12-25
DCMSHRIRAM,DCM Shriram Ltd,Diversified,15.64,7.06,-9.01,30.74,FY2020-FY2024,2024-12-25
DLF,DLF Ltd,Realty,6.12,6.47,-11.21,439.71,FY2020-FY2024,2024-12-25
DOMS,DOMS Industries Ltd,Fast Moving Consumer Goods,16.88,18.64,-51.78,77.04,FY2020-FY2024,2024-12-25
DABUR,Dabur India Ltd,Fast Moving Consumer Goods,21.59,7.39,4.92,50.25,FY2020-FY2024,2024-12-25
DALBHARAT,Dalmia Bharat Ltd,Construction Materials,6.07,8.71,30.56,58.63,FY2020-FY2024,2024-12-25
DATAPATTNS,Data Patterns (India) Ltd,Capital Goods,19.69,27.23,-23.5,77.64,FY2020-FY2024,2024-12-25
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp Ltd,Chemicals,15.55,13.12,33.37,16.72,FY2020-FY2024,2024-12-25
DEEPAKNTR,Deepak Nitrite Ltd,Chemicals,32.92,12.67,5.82,47.27,FY2020-FY2024,2024-12-25
DELHIVERY,Delhivery Ltd,Services,-10.37,21.83,,835.12,FY2020-FY2024,2024-12-25
DEVYANI,Devyani International Ltd,Consumer Services,-16.79,20.47,,,FY2020-FY2024,2024-12-25
DIVISLAB,Divis Laboratories Ltd,Healthcare,19.68,7.78,3.06,75.12,FY2020-FY2024,2024-12-25
DIXON,Dixon Technologies (India) Ltd,Consumer Durables,24.1,32.09,24.19,136.46,FY2020-FY2024,2024-12-25
LALPATHLAB,Dr Lal Pathlabs Ltd,Healthcare,22.07,10.86,9.59,59.07,FY2020-FY2024,2024-12-25
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,16.02,9.84,22.36,20.83,FY2020-FY2024,2024-12-25
EIDPARRY,EID Parry (India) Ltd,Fast Moving Consumer Goods,27.97,11.42,13.91,20.08,FY2020-FY2024,2024-12-25
EIHOTEL,EIH Ltd,Consumer Services,3.82,9.49,33.84,35.82,FY2020-FY2024,2024-12-25
EICHERMOT,Eicher Motors Ltd,Automobile and Auto Components,18.24,12.55,16.91,29.3,FY2020-FY2024,2024-12-25
ELECON,Elecon Engineering Company Ltd,Capital Goods,15.4,12.23,31.7,36.31,FY2020-FY2024,2024-12-25
ELGIEQUIP,Elgi Equipments Ltd,Capital Goods,17.7,11.96,49.03,57.41,FY2020-FY2024,2024-12-25
EMAMILTD,Emami Ltd,Fast Moving Consumer Goods,28.72,6.15,19.98,31.24,FY2020-FY2024,2024-12-25
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,20.56,5.69,42.87,42.41,FY2020-FY2024,2024-12-25
EMMVEE,Emmvee Photovoltaic Power Ltd,Capital Goods,9.17,11.4,16.26,,FY2020-FY2024,2024-12-25
ENDURANCE,Endurance Technologies Ltd,Automobile and Auto Components,14.9,8.17,3.77,37.74,FY2020-FY2024,2024-12-25
ENGINERSIN,Engineers India Ltd,Construction,15.5,0.27,3.37,24.86,FY2020-FY2024,2024-12-25
ERIS,ERIS Lifesciences Ltd,Healthcare,21.42,13.34,5.7,55.19,FY2020-FY2024,2024-12-25
ESCORTS,Escorts Kubota Ltd,Capital Goods,13.94,11.03,20.39,28.74,FY2020-FY2024,2024-12-25
ETERNAL,Eternal Ltd,Consumer Services,-45.57,23.17,,139.06,FY2020-FY2024,2024-12-25
EXIDEIND,Exide Industries Ltd,Automobile and Auto Components,17.51,2.99,2.44,44.72,FY2020-FY2024,2024-12-25
NYKAA,FSN E-Commerce Ventures Ltd,Consumer Services,6.66,8.94,-24.66,266.75,FY2020-FY2024,2024-12-25
FEDERALBNK,Federal Bank Ltd,Banks,12.76,11.64,14.97,11.93,FY2020-FY2024,2024-12-25
FACT,Fertilizers & Chemicals Travancore Ltd,Chemicals,72.21,12.77,-33.37,,FY2020-FY2024,2024-12-25
FINCABLES,Finolex Cables Ltd,Capital Goods,14.09,11.75,10.75,25.34,FY2020-FY2024,2024-12-25
FSL,Firstsource Solutions Ltd,Services,14.89,9.1,8.33,44.11,FY2020-FY2024,2024-12-25
FIVESTAR,Five-Star Business Finance Ltd,Financial Services,16.05,22.64,-22.74,21.82,FY2020-FY2024,2024-12-25
FORCEMOT,Force Motors Ltd,Automobile and Auto Components,3.43,17.81,50.55,17.29,FY2020-FY2024,2024-12-25
FORTIS,Fortis Healthcare Ltd,Healthcare,6.29,8.27,59.43,66.62,FY2020-FY2024,2024-12-25
GAIL,GAIL (India) Ltd,Oil Gas & Consumable Fuels,15.11,12.94,1.57,10.26,FY2020-FY2024,2024-12-25
GVT&D,GE Vernova T&D India Ltd,Capital Goods,-1.59,0.06,,110.77,FY2020-FY2024,2024-12-25
GMRAIRPORT,GMR Airports Ltd,Services,-6.77,0.47,,,FY2020-FY2024,2024-12-25
GABRIEL,Gabriel India Ltd,Automobile and Auto Components,14.15,12.32,16.92,32.96,FY2020-FY2024,2024-12-25
GALLANTT,Gallantt Ispat Ltd.,Capital Goods,8.74,37.34,27.61,22.4,FY2020-FY2024,2024-12-25
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,17.15,20.18,16.93,45.22,FY2020-FY2024,2024-12-25
GICRE,General Insurance Corporation of India,Financial Services,8.54,-1.79,,11.77,FY2020-FY2024,2024-12-25
GILLETTE,Gillette India Ltd,Fast Moving Consumer Goods,,,,62.45,FY2020-FY2024,2024-12-25
GLAND,Gland Pharma Ltd,Healthcare,14.76,16.56,-1.22,41.27,FY2020-FY2024,2024-12-25
GLAXO,Glaxosmithkline Pharmaceuticals Ltd,Healthcare,33.91,1.39,44.65,45.01,FY2020-FY2024,2024-12-25
GLENMARK,Glenmark Pharmaceuticals Ltd,Healthcare,13.5,3.29,30.7,7.2,FY2020-FY2024,2024-12-25
MEDANTA,Global Health Ltd,Healthcare,10.39,16.9,19.33,58.11,FY2020-FY2024,2024-12-25
GODIGIT,Go Digit General Insurance Ltd,Financial Services,-3.26,,,82.87,FY2020-FY2024,2024-12-25
GPIL,Godawari Power & Ispat Ltd,Capital Goods,30.28,10.74,42.16,17.9,FY2020-FY2024,2024-12-25
GODFRYPHLP,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,18.79,6.91,18.07,26.51,FY2020-FY2024,2024-12-25
GODREJCP,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,18.0,8.97,-11.32,273.22,FY2020-FY2024,2024-12-25
GODREJIND,Godrej Industries Ltd,Diversified,12.33,8.01,-35.91,77.82,FY2020-FY2024,2024-12-25
GODREJPROP,Godrej Properties Ltd,Realty,4.69,4.46,19.44,54.37,FY2020-FY2024,2024-12-25
GRANULES,Granules India Ltd,Healthcare,19.4,11.63,4.86,29.68,FY2020-FY2024,2024-12-25
GRAPHITE,Graphite India Ltd,Capital Goods,6.02,-0.95,78.23,25.56,FY2020-FY2024,2024-12-25
GRASIM,Grasim Industries Ltd,Construction Materials,13.02,13.92,5.65,46.47,FY2020-FY2024,2024-12-25
GRAVITA,Gravita India Ltd,Metals & Mining,32.27,18.58,48.43,57.12,FY2020-FY2024,2024-12-25
GESHIP,Great Eastern Shipping Company Ltd,Services,14.97,7.34,67.02,4.7,FY2020-FY2024,2024-12-25
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Chemicals,10.75,10.44,17.24,104.98,FY2020-FY2024,2024-12-25
GMDCLTD,Gujarat Mineral Development Corporation Ltd,Metals & Mining,9.07,11.19,32.43,16.03,FY2020-FY2024,2024-12-25
HEG,HEG Ltd,Capital Goods,6.63,2.21,35.78,46.37,FY2020-FY2024,2024-12-25
HBLENGINE,HBL Engineering Ltd,Capital Goods,10.63,15.38,60.54,57.71,FY2020-FY2024,2024-12-25
HCLTECH,HCL Technologies Ltd,Information Technology,22.6,9.23,7.26,30.25,FY2020-FY2024,2024-12-25
HDBFS,HDB Financial Services Ltd,Financial Services,16.49,,,,FY2020-FY2024,2024-12-25
HDFCAMC,HDFC Asset Management Company Ltd,Financial Services,29.34,8.26,8.97,38.42,FY2020-FY2024,2024-12-25
HDFCBANK,HDFC Bank Ltd,Banks,16.9,18.34,11.15,19.73,FY2020-FY2024,2024-12-25
HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services,14.07,28.13,2.63,76.67,FY2020-FY2024,2024-12-25
HFCL,HFCL Ltd,Telecommunication,12.63,3.07,5.29,44.16,FY2020-FY2024,2024-12-25
HAVELLS,Havells India Ltd,Consumer Durables,19.14,14.51,11.53,74.28,FY2020-FY2024,2024-12-25
HEROMOTOCO,Hero MotoCorp Ltd,Automobile and Auto Components,20.04,5.25,0.56,20.58,FY2020-FY2024,2024-12-25
HEXT,Hexaware Technologies Ltd,Information Technology,,,,,FY2020-FY2024,2024-12-25
HSCL,Himadri Speciality Chemical Ltd,Chemicals,8.57,18.3,11.18,52.67,FY2020-FY2024,2024-12-25
HINDALCO,Hindalco Industries Ltd,Metals & Mining,10.57,12.82,21.93,10.26,FY2020-FY2024,2024-12-25
HAL,Hindustan Aeronautics Ltd,Capital Goods,26.15,7.21,21.47,32.5,FY2020-FY2024,2024-12-25
HINDCOPPER,Hindustan Copper Ltd,Metals & Mining,4.02,15.59,,65.16,FY2020-FY2024,2024-12-25
HINDPETRO,Hindustan Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,15.87,10.02,45.5,14.25,FY2020-FY2024,2024-12-25
HINDUNILVR,Hindustan Unilever Ltd,Fast Moving Consumer Goods,34.32,9.24,7.01,51.15,FY2020-FY2024,2024-12-25
HINDZINC,Hindustan Zinc Ltd,Metals & Mining,33.83,9.29,2.73,20.98,FY2020-FY2024,2024-12-25
POWERINDIA,Hitachi Energy India Ltd,Capital Goods,10.38,,,183.57,FY2020-FY2024,2024-12-25
HOMEFIRST,Home First Finance Company India Ltd,Financial Services,12.24,23.0,27.73,24.7,FY2020-FY2024,2024-12-25
HONASA,Honasa Consumer Ltd,Fast Moving Consumer Goods,,74.19,,108.56,FY2020-FY2024,2024-12-25
HONAUT,Honeywell Automation India Ltd,Capital Goods,17.23,4.29,0.4,67.57,FY2020-FY2024,2024-12-25
HUDCO,Housing & Urban Development Corporation Ltd,Financial Services,12.8,0.69,4.38,17.68,FY2020-FY2024,2024-12-25
HYUNDAI,Hyundai Motor India Ltd,Automobile and Auto Components,22.72,9.78,,,FY2020-FY2024,2024-12-25
ICICIBANK,ICICI Bank Ltd,Banks,15.42,13.46,33.65,18.56,FY2020-FY2024,2024-12-25
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financial Services,18.37,12.3,8.19,36.53,FY2020-FY2024,2024-12-25
ICICIAMC,ICICI Prudential Asset Management Co Ltd,Financial Services,75.27,,,,FY2020-FY2024,2024-12-25
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financial Services,10.34,33.66,-4.51,96.09,FY2020-FY2024,2024-12-25
IDBI,IDBI Bank Ltd,Banks,-1.14,4.88,,11.56,FY2020-FY2024,2024-12-25
IDFCFIRSTB,IDFC First Bank Ltd,Banks,1.41,13.21,,22.86,FY2020-FY2024,2024-12-25
IFCI,IFCI Ltd,Financial Services,-49.67,-17.88,,614.1,FY2020-FY2024,2024-12-25
IIFL,IIFL Finance Ltd,Financial Services,17.4,16.66,28.36,31.78,FY2020-FY2024,2024-12-25
IRB,IRB Infrastructure Developers Ltd,Construction,5.31,1.58,-13.46,5.15,FY2020-FY2024,2024-12-25
IRCON,Ircon International Ltd,Construction,13.27,18.34,13.87,26.17,FY2020-FY2024,2024-12-25
ITCHOTELS,ITC Hotels Ltd,Consumer Services,,,,,FY2020-FY2024,2024-12-25
