ticker,name,sector,roe,revCAGR,epsCAGR,pe,fy_window,rebalance_date
ANGELONE,Angel One Ltd,Financial Services,39.68,32.37,29.02,25.79,FY2021-FY2025,2025-09-25
ANTHEM,Anthem Biosciences Ltd,Healthcare,30.7,10.84,-52.09,89.23,FY2021-FY2025,2025-09-25
ANURAS,Anupam Rasayan India Ltd,Chemicals,7.71,12.12,3.82,80.32,FY2021-FY2025,2025-09-25
APARINDS,Apar Industries Ltd,Capital Goods,21.57,23.81,37.28,37.09,FY2021-FY2025,2025-09-25
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Healthcare,14.7,15.59,57.25,66.08,FY2021-FY2025,2025-09-25
APOLLOTYRE,Apollo Tyres Ltd,Automobile and Auto Components,7.64,8.47,26.23,39.19,FY2021-FY2025,2025-09-25
APTUS,Aptus Value Housing Finance India Ltd,Financial Services,16.29,22.28,-12.18,19.16,FY2021-FY2025,2025-09-25
ASAHIINDIA,Asahi India Glass Ltd,Automobile and Auto Components,15.83,13.67,22.79,72.32,FY2021-FY2025,2025-09-25
ASHOKLEY,Ashok Leyland Ltd,Capital Goods,16.71,20.43,,25.09,FY2021-FY2025,2025-09-25
ASIANPAINT,Asian Paints Ltd,Consumer Durables,26.15,9.32,3.16,60.22,FY2021-FY2025,2025-09-25
ASTERDM,Aster DM Healthcare Ltd,Healthcare,37.92,-13.63,105.19,98.09,FY2021-FY2025,2025-09-25
ASTRAL,Astral Ltd,Capital Goods,19.93,12.92,5.25,75.76,FY2021-FY2025,2025-09-25
ATHERENERG,Ather Energy Ltd,Automobile and Auto Components,-131.76,94.99,,,FY2021-FY2025,2025-09-25
ATUL,Atul Ltd,Chemicals,12.13,8.39,-5.8,33.98,FY2021-FY2025,2025-09-25
AUROPHARMA,Aurobindo Pharma Ltd,Healthcare,13.75,5.07,-8.0,18.83,FY2021-FY2025,2025-09-25
AIIL,Authum Investment & Infrastructure Ltd,Financial Services,26.01,77.95,97.14,12.75,FY2021-FY2025,2025-09-25
DMART,Avenue Supermarts Ltd,Consumer Services,13.01,19.71,19.65,110.33,FY2021-FY2025,2025-09-25
AXISBANK,Axis Bank Ltd,Banks,12.82,14.62,30.99,13.96,FY2021-FY2025,2025-09-25
BEML,BEML Ltd,Capital Goods,7.39,2.49,33.54,61.02,FY2021-FY2025,2025-09-25
BLS,BLS International Services Ltd,Consumer Services,26.35,35.62,58.85,24.62,FY2021-FY2025,2025-09-25
BSE,BSE Ltd,Financial Services,16.58,38.51,55.6,47.59,FY2021-FY2025,2025-09-25
BAJAJ-AUTO,Bajaj Auto Ltd,Automobile and Auto Components,22.23,12.95,9.34,30.12,FY2021-FY2025,2025-09-25
BAJFINANCE,Bajaj Finance Ltd,Financial Services,19.01,21.18,29.57,34.8,FY2021-FY2025,2025-09-25
BAJAJFINSV,Bajaj Finserv Ltd,Financial Services,25.53,17.17,14.62,34.39,FY2021-FY2025,2025-09-25
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financial Services,11.85,10.09,12.31,17.33,FY2021-FY2025,2025-09-25
BAJAJHFL,Bajaj Housing Finance Ltd,Financial Services,12.44,24.86,22.83,39.79,FY2021-FY2025,2025-09-25
BALKRISIND,Balkrishna Industries Ltd,Automobile and Auto Components,18.66,12.56,7.05,34.99,FY2021-FY2025,2025-09-25
BALRAMCHIN,Balrampur Chini Mills Ltd,Fast Moving Consumer Goods,15.09,2.39,-1.08,24.74,FY2021-FY2025,2025-09-25
BANDHANBNK,Bandhan Bank Ltd,Banks,9.77,11.87,4.48,21.27,FY2021-FY2025,2025-09-25
BANKBARODA,Bank of Baroda,Banks,11.77,11.48,68.04,6.81,FY2021-FY2025,2025-09-25
BANKINDIA,Bank of India,Banks,8.03,11.78,26.95,5.73,FY2021-FY2025,2025-09-25
MAHABANK,Bank of Maharashtra,Banks,15.35,16.02,52.65,7.22,FY2021-FY2025,2025-09-25
BATAINDIA,Bata India Ltd,Consumer Durables,11.85,15.36,,94.27,FY2021-FY2025,2025-09-25
BAYERCROP,Bayer CropScience Ltd,Chemicals,24.03,5.13,2.87,37.43,FY2021-FY2025,2025-09-25
BELRISE,Belrise Industries Ltd,Automobile and Auto Components,14.25,10.48,,28.45,FY2021-FY2025,2025-09-25
BERGEPAINT,Berger Paints India Ltd,Consumer Durables,22.26,11.11,10.4,57.58,FY2021-FY2025,2025-09-25
BDL,Bharat Dynamics Ltd,Capital Goods,14.16,11.81,16.35,89.43,FY2021-FY2025,2025-09-25
BEL,Bharat Electronics Ltd,Capital Goods,23.8,10.99,20.46,51.92,FY2021-FY2025,2025-09-25
BHARATFORG,Bharat Forge Ltd,Automobile and Auto Components,13.44,19.35,32.79,44.63,FY2021-FY2025,2025-09-25
BHEL,Bharat Heavy Electricals Ltd,Capital Goods,-0.54,10.36,,153.03,FY2021-FY2025,2025-09-25
BPCL,Bharat Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,24.65,13.85,-3.77,6.75,FY2021-FY2025,2025-09-25
BHARTIARTL,Bharti Airtel Ltd,Telecommunication,-1.67,11.11,,41.2,FY2021-FY2025,2025-09-25
BHARTIHEXA,Bharti Hexacom Ltd,Telecommunication,14.33,13.18,,55.45,FY2021-FY2025,2025-09-25
BIKAJI,Bikaji Foods International Ltd,Fast Moving Consumer Goods,16.19,14.87,-26.4,90.46,FY2021-FY2025,2025-09-25
GROWW,Billionbrains Garage Ventures Ltd,Financial Services,7.72,,,,FY2021-FY2025,2025-09-25
BIOCON,Biocon Ltd,Healthcare,8.02,16.4,6.47,91.24,FY2021-FY2025,2025-09-25
BSOFT,Birlasoft Ltd,Information Technology,17.41,8.61,9.96,22.4,FY2021-FY2025,2025-09-25
BLUEDART,Blue Dart Express Ltd,Services,29.61,11.71,19.91,51.26,FY2021-FY2025,2025-09-25
BLUEJET,Blue Jet Healthcare Ltd,Healthcare,34.76,15.6,-58.5,33.49,FY2021-FY2025,2025-09-25
BLUESTARCO,Blue Star Ltd,Consumer Durables,21.16,22.93,40.72,73.92,FY2021-FY2025,2025-09-25
BBTC,The Bombay Burmah Trading Corporation Ltd,Fast Moving Consumer Goods,21.92,6.44,24.89,11.6,FY2021-FY2025,2025-09-25
BOSCHLTD,Bosch Ltd,Automobile and Auto Components,13.45,13.23,33.12,43.3,FY2021-FY2025,2025-09-25
FIRSTCRY,Brainbees Solutions Ltd,Consumer Services,1.08,13.55,,239.66,FY2021-FY2025,2025-09-25
BRIGADE,Brigade Enterprises Ltd,Realty,8.42,6.79,22.14,55.21,FY2021-FY2025,2025-09-25
BRITANNIA,Britannia Industries Ltd,Fast Moving Consumer Goods,56.37,6.44,3.17,61.69,FY2021-FY2025,2025-09-25
MAPMYINDIA,C.E. Info Systems Ltd,Information Technology,24.1,24.95,-29.57,61.05,FY2021-FY2025,2025-09-25
CCL,CCL Products (India) Ltd,Fast Moving Consumer Goods,17.79,20.12,11.15,35.53,FY2021-FY2025,2025-09-25
CESC,CESC Ltd,Power,13.25,7.89,0.57,15.22,FY2021-FY2025,2025-09-25
CGPOWER,CG Power & Industrial Solutions Ltd,Capital Goods,88.86,27.3,-8.03,111.61,FY2021-FY2025,2025-09-25
CIEINDIA,CIE Automotive India Ltd,Automobile and Auto Components,,,,27.18,FY2021-FY2025,2025-09-25
CRISIL,CRISIL Ltd,Financial Services,,,,53.14,FY2021-FY2025,2025-09-25
CANFINHOME,Can Fin Homes Ltd,Financial Services,18.25,13.96,13.45,11.28,FY2021-FY2025,2025-09-25
CANBK,Canara Bank,Banks,13.27,11.6,40.68,6.38,FY2021-FY2025,2025-09-25
CANHLIFE,Canara HSBC Life Insurance Company Ltd,Financial Services,6.3,2.97,4.23,,FY2021-FY2025,2025-09-25
CAPLIPOINT,Caplin Point Laboratories Ltd,Healthcare,25.58,12.79,17.11,29.09,FY2021-FY2025,2025-09-25
CGCL,Capri Global Capital Ltd,Financial Services,9.78,34.53,21.95,24.24,FY2021-FY2025,2025-09-25
CARBORUNIV,Carborundum Universal Ltd,Capital Goods,14.46,13.21,0.49,92.4,FY2021-FY2025,2025-09-25
CARTRADE,Cartrade Tech Ltd,Consumer Services,2.04,20.72,-35.69,61.05,FY2021-FY2025,2025-09-25
CASTROLIND,Castrol India Ltd,Oil Gas & Consumable Fuels,,,,20.58,FY2021-FY2025,2025-09-25
CEATLTD,CEAT Ltd,Automobile and Auto Components,9.93,11.68,1.81,28.39,FY2021-FY2025,2025-09-25
CEMPRO,Cemindia Projects Ltd,Construction,12.17,27.65,88.16,31.71,FY2021-FY2025,2025-09-25
CENTRALBK,Central Bank of India,Banks,5.02,8.17,,7.78,FY2021-FY2025,2025-09-25
CDSL,Central Depository Services (India) Ltd,Financial Services,28.96,25.76,21.32,68.34,FY2021-FY2025,2025-09-25
CHALET,Chalet Hotels Ltd,Consumer Services,4.52,42.59,,36.87,FY2021-FY2025,2025-09-25
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Chemicals,24.09,5.53,0.7,11.56,FY2021-FY2025,2025-09-25
CHENNPETRO,Chennai Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,37.84,21.56,-3.61,9.57,FY2021-FY2025,2025-09-25
CHOICEIN,Choice International Ltd,Financial Services,16.0,39.24,47.43,91.26,FY2021-FY2025,2025-09-25
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Financial Services,39.54,19.02,21.38,16.2,FY2021-FY2025,2025-09-25
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financial Services,19.5,21.99,22.27,29.4,FY2021-FY2025,2025-09-25
CIPLA,Cipla Ltd,Healthcare,14.92,7.53,16.96,22.67,FY2021-FY2025,2025-09-25
CUB,City Union Bank Ltd,Banks,12.32,7.13,13.56,12.57,FY2021-FY2025,2025-09-25
CLEAN,Clean Science & Technology Ltd,Chemicals,31.02,13.56,5.9,45.37,FY2021-FY2025,2025-09-25
COALINDIA,Coal India Ltd,Oil Gas & Consumable Fuels,46.5,9.75,22.72,7.78,FY2021-FY2025,2025-09-25
COCHINSHIP,Cochin Shipyard Ltd,Capital Goods,13.65,11.32,6.34,65.28,FY2021-FY2025,2025-09-25
COFORGE,Coforge Ltd,Information Technology,23.18,20.91,10.06,47.68,FY2021-FY2025,2025-09-25
COHANCE,Cohance Lifesciences Ltd,Healthcare,24.9,3.47,-5.86,64.42,FY2021-FY2025,2025-09-25
COLPAL,Colgate-Palmolive (India) Ltd,Fast Moving Consumer Goods,73.01,4.53,6.77,47.69,FY2021-FY2025,2025-09-25
CAMS,Computer Age Management Services Ltd,Financial Services,42.97,15.03,17.74,42.54,FY2021-FY2025,2025-09-25
CONCORDBIO,Concord Biotech Ltd,Healthcare,21.48,14.27,-32.17,52.45,FY2021-FY2025,2025-09-25
CONCOR,Container Corporation Of India Ltd,Services,9.46,6.7,20.61,31.58,FY2021-FY2025,2025-09-25
COROMANDEL,Coromandel International Ltd,Chemicals,24.37,11.17,9.14,27.68,FY2021-FY2025,2025-09-25
CRAFTSMAN,Craftsman Automation Ltd,Automobile and Auto Components,15.61,29.54,12.1,67.59,FY2021-FY2025,2025-09-25
CREDITACC,CreditAccess Grameen Ltd,Financial Services,12.7,18.51,31.04,162.38,FY2021-FY2025,2025-09-25
CROMPTON,Crompton Greaves Consumer Electricals Ltd,Consumer Durables,22.91,10.36,-2.53,41.54,FY2021-FY2025,2025-09-25
CUMMINSIND,Cummins India Ltd,Capital Goods,22.33,18.97,25.79,47.97,FY2021-FY2025,2025-09-25
CYIENT,Cyient Ltd,Information Technology,15.55,12.24,10.9,23.16,FY2021-FY2025,2025-09-25
DCMSHRIRAM,DCM Shriram Ltd,Diversified,13.61,7.77,-2.14,26.51,FY2021-FY2025,2025-09-25
DLF,DLF Ltd,Realty,6.1,8.11,31.89,43.87,FY2021-FY2025,2025-09-25
DOMS,DOMS Industries Ltd,Fast Moving Consumer Goods,15.97,36.4,,77.82,FY2021-FY2025,2025-09-25
DABUR,Dabur India Ltd,Fast Moving Consumer Goods,20.23,5.61,0.8,50.44,FY2021-FY2025,2025-09-25
DALBHARAT,Dalmia Bharat Ltd,Construction Materials,6.45,6.7,-10.27,39.01,FY2021-FY2025,2025-09-25
DATAPATTNS,Data Patterns (India) Ltd,Capital Goods,19.9,25.88,-34.43,66.51,FY2021-FY2025,2025-09-25
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp Ltd,Chemicals,17.93,12.08,13.66,19.48,FY2021-FY2025,2025-09-25
DEEPAKNTR,Deepak Nitrite Ltd,Chemicals,26.41,13.69,-2.11,46.74,FY2021-FY2025,2025-09-25
DELHIVERY,Delhivery Ltd,Services,-8.39,18.71,,177.24,FY2021-FY2025,2025-09-25
DEVYANI,Devyani International Ltd,Consumer Services,2.47,27.37,,,FY2021-FY2025,2025-09-25
DIVISLAB,Divis Laboratories Ltd,Healthcare,18.89,6.08,2.0,64.64,FY2021-FY2025,2025-09-25
DIXON,Dixon Technologies (India) Ltd,Consumer Durables,29.37,43.22,46.14,74.62,FY2021-FY2025,2025-09-25
LALPATHLAB,Dr Lal Pathlabs Ltd,Healthcare,22.35,9.25,10.75,52.15,FY2021-FY2025,2025-09-25
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,16.99,11.38,23.62,18.92,FY2021-FY2025,2025-09-25
EIDPARRY,EID Parry (India) Ltd,Fast Moving Consumer Goods,27.35,11.24,14.36,16.47,FY2021-FY2025,2025-09-25
EIHOTEL,EIH Ltd,Consumer Services,5.95,40.85,,35.04,FY2021-FY2025,2025-09-25
EICHERMOT,Eicher Motors Ltd,Automobile and Auto Components,19.19,16.69,28.5,37.53,FY2021-FY2025,2025-09-25
ELECON,Elecon Engineering Company Ltd,Capital Goods,17.79,16.36,48.4,26.26,FY2021-FY2025,2025-09-25
ELGIEQUIP,Elgi Equipments Ltd,Capital Goods,20.61,12.78,27.89,40.94,FY2021-FY2025,2025-09-25
EMAMILTD,Emami Ltd,Fast Moving Consumer Goods,31.87,5.74,12.56,33.38,FY2021-FY2025,2025-09-25
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,23.31,9.42,9.21,31.67,FY2021-FY2025,2025-09-25
EMMVEE,Emmvee Photovoltaic Power Ltd,Capital Goods,28.24,40.68,51.29,,FY2021-FY2025,2025-09-25
ENDURANCE,Endurance Technologies Ltd,Automobile and Auto Components,13.96,12.04,9.98,45.4,FY2021-FY2025,2025-09-25
ENGINERSIN,Engineers India Ltd,Construction,16.65,-0.36,18.43,21.31,FY2021-FY2025,2025-09-25
ERIS,ERIS Lifesciences Ltd,Healthcare,19.32,19.01,-0.25,53.57,FY2021-FY2025,2025-09-25
ESCORTS,Escorts Kubota Ltd,Capital Goods,13.24,7.87,11.83,17.77,FY2021-FY2025,2025-09-25
ETERNAL,Eternal Ltd,Consumer Services,4.6,38.12,,138.1,FY2021-FY2025,2025-09-25
EXIDEIND,Exide Industries Ltd,Automobile and Auto Components,16.28,10.72,-0.38,43.5,FY2021-FY2025,2025-09-25
NYKAA,FSN E-Commerce Ventures Ltd,Consumer Services,5.99,26.64,-49.23,660.31,FY2021-FY2025,2025-09-25
FEDERALBNK,Federal Bank Ltd,Banks,13.14,14.45,15.21,12.15,FY2021-FY2025,2025-09-25
FACT,Fertilizers & Chemicals Travancore Ltd,Chemicals,54.91,4.45,-34.77,608.53,FY2021-FY2025,2025-09-25
FINCABLES,Finolex Cables Ltd,Capital Goods,14.05,13.95,8.72,19.03,FY2021-FY2025,2025-09-25
FSL,Firstsource Solutions Ltd,Services,15.46,9.46,10.09,38.2,FY2021-FY2025,2025-09-25
FIVESTAR,Five-Star Business Finance Ltd,Financial Services,16.62,22.09,-23.85,13.92,FY2021-FY2025,2025-09-25
FORCEMOT,Force Motors Ltd,Automobile and Auto Components,9.32,32.34,,22.21,FY2021-FY2025,2025-09-25
FORTIS,Fortis Healthcare Ltd,Healthcare,0.78,17.96,69.52,418.92,FY2021-FY2025,2025-09-25
GAIL,GAIL (India) Ltd,Oil Gas & Consumable Fuels,14.2,19.86,15.5,10.76,FY2021-FY2025,2025-09-25
GVT&D,GE Vernova T&D India Ltd,Capital Goods,11.37,4.45,58.7,83.42,FY2021-FY2025,2025-09-25
GMRAIRPORT,GMR Airports Ltd,Services,-4.35,,,,FY2021-FY2025,2025-09-25
GABRIEL,Gabriel India Ltd,Automobile and Auto Components,15.33,16.54,28.56,82.55,FY2021-FY2025,2025-09-25
GALLANTT,Gallantt Ispat Ltd.,Capital Goods,11.09,33.64,10.66,32.53,FY2021-FY2025,2025-09-25
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,19.63,34.79,28.0,49.82,FY2021-FY2025,2025-09-25
GICRE,General Insurance Corporation of India,Financial Services,11.42,0.42,30.13,6.66,FY2021-FY2025,2025-09-25
GILLETTE,Gillette India Ltd,Fast Moving Consumer Goods,,,,56.84,FY2021-FY2025,2025-09-25
GLAND,Gland Pharma Ltd,Healthcare,13.37,10.15,-7.0,42.05,FY2021-FY2025,2025-09-25
GLAXO,Glaxosmithkline Pharmaceuticals Ltd,Healthcare,42.93,5.08,20.96,48.97,FY2021-FY2025,2025-09-25
GLENMARK,Glenmark Pharmaceuticals Ltd,Healthcare,5.43,4.01,1.54,56.37,FY2021-FY2025,2025-09-25
MEDANTA,Global Health Ltd,Healthcare,12.9,20.6,25.27,63.21,FY2021-FY2025,2025-09-25
GODIGIT,Go Digit General Insurance Ltd,Financial Services,0.58,33.0,,67.16,FY2021-FY2025,2025-09-25
GPIL,Godawari Power & Ispat Ltd,Capital Goods,30.96,6.34,6.01,24.15,FY2021-FY2025,2025-09-25
GODFRYPHLP,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,19.67,17.32,23.27,41.56,FY2021-FY2025,2025-09-25
GODREJCP,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,12.21,5.43,1.48,66.94,FY2021-FY2025,2025-09-25
GODREJIND,Godrej Industries Ltd,Diversified,13.22,16.06,24.0,41.27,FY2021-FY2025,2025-09-25
GODREJPROP,Godrej Properties Ltd,Realty,4.96,27.89,,165.65,FY2021-FY2025,2025-09-25
GRANULES,Granules India Ltd,Healthcare,18.32,6.72,-1.39,24.78,FY2021-FY2025,2025-09-25
GRAPHITE,Graphite India Ltd,Capital Goods,10.4,5.64,17.81,37.13,FY2021-FY2025,2025-09-25
GRASIM,Grasim Industries Ltd,Construction Materials,12.37,14.21,-2.96,44.37,FY2021-FY2025,2025-09-25
GRAVITA,Gravita India Ltd,Metals & Mining,33.09,22.37,40.98,33.81,FY2021-FY2025,2025-09-25
GESHIP,Great Eastern Shipping Company Ltd,Services,17.88,9.79,21.31,7.28,FY2021-FY2025,2025-09-25
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Chemicals,11.64,12.58,,60.65,FY2021-FY2025,2025-09-25
GMDCLTD,Gujarat Mineral Development Corporation Ltd,Metals & Mining,10.63,16.49,,19.78,FY2021-FY2025,2025-09-25
HEG,HEG Ltd,Capital Goods,5.97,11.4,,41.92,FY2021-FY2025,2025-09-25
HBLENGINE,HBL Engineering Ltd,Capital Goods,14.03,16.62,82.02,35.18,FY2021-FY2025,2025-09-25
HCLTECH,HCL Technologies Ltd,Information Technology,22.87,9.2,9.3,22.85,FY2021-FY2025,2025-09-25
HDBFS,HDB Financial Services Ltd,Financial Services,16.05,8.29,40.69,29.26,FY2021-FY2025,2025-09-25
HDFCAMC,HDFC Asset Management Company Ltd,Financial Services,28.7,13.04,13.08,45.82,FY2021-FY2025,2025-09-25
HDFCBANK,HDFC Bank Ltd,Banks,16.59,21.21,9.89,20.28,FY2021-FY2025,2025-09-25
HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services,12.25,5.37,4.56,88.17,FY2021-FY2025,2025-09-25
HFCL,HFCL Ltd,Telecommunication,10.44,-1.67,-7.94,376.7,FY2021-FY2025,2025-09-25
HAVELLS,Havells India Ltd,Consumer Durables,19.42,15.8,7.08,67.37,FY2021-FY2025,2025-09-25
HEROMOTOCO,Hero MotoCorp Ltd,Automobile and Auto Components,19.46,5.74,8.43,20.33,FY2021-FY2025,2025-09-25
HEXT,Hexaware Technologies Ltd,Information Technology,,,,40.53,FY2021-FY2025,2025-09-25
HSCL,Himadri Speciality Chemical Ltd,Chemicals,9.41,22.4,58.35,34.01,FY2021-FY2025,2025-09-25
HINDALCO,Hindalco Industries Ltd,Metals & Mining,12.05,12.56,35.65,9.44,FY2021-FY2025,2025-09-25
HAL,Hindustan Aeronautics Ltd,Capital Goods,26.82,6.25,20.84,37.9,FY2021-FY2025,2025-09-25
HINDCOPPER,Hindustan Copper Ltd,Metals & Mining,16.54,2.99,32.23,52.28,FY2021-FY2025,2025-09-25
HINDPETRO,Hindustan Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,16.89,13.23,-8.3,6.48,FY2021-FY2025,2025-09-25
HINDUNILVR,Hindustan Unilever Ltd,Fast Moving Consumer Goods,21.78,5.45,5.9,54.42,FY2021-FY2025,2025-09-25
HINDZINC,Hindustan Zinc Ltd,Metals & Mining,50.3,8.54,5.34,18.45,FY2021-FY2025,2025-09-25
POWERINDIA,Hitachi Energy India Ltd,Capital Goods,11.51,,,116.89,FY2021-FY2025,2025-09-25
HOMEFIRST,Home First Finance Company India Ltd,Financial Services,13.33,25.77,29.93,27.09,FY2021-FY2025,2025-09-25
HONASA,Honasa Consumer Ltd,Fast Moving Consumer Goods,5.51,32.32,,76.62,FY2021-FY2025,2025-09-25
HONAUT,Honeywell Automation India Ltd,Capital Goods,14.97,6.61,2.62,63.05,FY2021-FY2025,2025-09-25
HUDCO,Housing & Urban Development Corporation Ltd,Financial Services,13.0,7.32,11.39,16.79,FY2021-FY2025,2025-09-25
HYUNDAI,Hyundai Motor India Ltd,Automobile and Auto Components,27.67,10.71,,39.4,FY2021-FY2025,2025-09-25
ICICIBANK,ICICI Bank Ltd,Banks,17.35,15.88,21.94,18.61,FY2021-FY2025,2025-09-25
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financial Services,17.99,14.53,9.33,33.58,FY2021-FY2025,2025-09-25
ICICIAMC,ICICI Prudential Asset Management Co Ltd,Financial Services,77.17,17.42,16.31,,FY2021-FY2025,2025-09-25
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financial Services,9.38,-3.18,4.25,66.47,FY2021-FY2025,2025-09-25
IDBI,IDBI Bank Ltd,Banks,8.9,7.7,38.17,10.8,FY2021-FY2025,2025-09-25
IDFCFIRSTB,IDFC First Bank Ltd,Banks,5.7,17.98,19.14,36.16,FY2021-FY2025,2025-09-25
IFCI,IFCI Ltd,Financial Services,-47.74,-13.31,,65.82,FY2021-FY2025,2025-09-25
IIFL,IIFL Finance Ltd,Financial Services,16.2,11.39,-13.16,22.33,FY2021-FY2025,2025-09-25
IRB,IRB Infrastructure Developers Ltd,Construction,10.81,7.52,99.48,3.95,FY2021-FY2025,2025-09-25
IRCON,Ircon International Ltd,Construction,13.28,15.03,13.19,28.1,FY2021-FY2025,2025-09-25
