ticker,name,sector,roe,revCAGR,epsCAGR,pe,fy_window,rebalance_date
LALPATHLAB,Dr Lal Pathlabs Ltd,Healthcare,22.07,10.86,9.59,58.5,FY2020-FY2024,2024-06-25
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,16.02,9.84,22.36,18.02,FY2020-FY2024,2024-06-25
EIDPARRY,EID Parry (India) Ltd,Fast Moving Consumer Goods,27.97,11.42,13.91,15.77,FY2020-FY2024,2024-06-25
EIHOTEL,EIH Ltd,Consumer Services,3.82,9.49,33.84,44.46,FY2020-FY2024,2024-06-25
EICHERMOT,Eicher Motors Ltd,Automobile and Auto Components,18.24,12.55,16.91,31.71,FY2020-FY2024,2024-06-25
ELECON,Elecon Engineering Company Ltd,Capital Goods,15.4,12.23,31.7,41.22,FY2020-FY2024,2024-06-25
ELGIEQUIP,Elgi Equipments Ltd,Capital Goods,17.7,11.96,49.03,71.9,FY2020-FY2024,2024-06-25
EMAMILTD,Emami Ltd,Fast Moving Consumer Goods,28.72,6.15,19.98,41.43,FY2020-FY2024,2024-06-25
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,20.56,5.69,42.87,,FY2020-FY2024,2024-06-25
EMMVEE,Emmvee Photovoltaic Power Ltd,Capital Goods,9.17,11.4,16.26,,FY2020-FY2024,2024-06-25
ENDURANCE,Endurance Technologies Ltd,Automobile and Auto Components,14.9,8.17,3.77,51.99,FY2020-FY2024,2024-06-25
ENGINERSIN,Engineers India Ltd,Construction,15.5,0.27,3.37,36.23,FY2020-FY2024,2024-06-25
ERIS,ERIS Lifesciences Ltd,Healthcare,21.42,13.34,5.7,37.3,FY2020-FY2024,2024-06-25
ESCORTS,Escorts Kubota Ltd,Capital Goods,13.94,11.03,20.39,44.32,FY2020-FY2024,2024-06-25
ETERNAL,Eternal Ltd,Consumer Services,-45.57,23.17,,108.35,FY2020-FY2024,2024-06-25
EXIDEIND,Exide Industries Ltd,Automobile and Auto Components,17.51,2.99,2.44,55.36,FY2020-FY2024,2024-06-25
NYKAA,FSN E-Commerce Ventures Ltd,Consumer Services,6.66,8.94,-24.66,311.86,FY2020-FY2024,2024-06-25
FEDERALBNK,Federal Bank Ltd,Banks,12.76,11.64,14.97,10.58,FY2020-FY2024,2024-06-25
FACT,Fertilizers & Chemicals Travancore Ltd,Chemicals,72.21,12.77,-33.37,2836.13,FY2020-FY2024,2024-06-25
FINCABLES,Finolex Cables Ltd,Capital Goods,14.09,11.75,10.75,32.63,FY2020-FY2024,2024-06-25
FSL,Firstsource Solutions Ltd,Services,14.89,9.1,8.33,27.63,FY2020-FY2024,2024-06-25
FIVESTAR,Five-Star Business Finance Ltd,Financial Services,16.05,22.64,-22.74,26.61,FY2020-FY2024,2024-06-25
FORCEMOT,Force Motors Ltd,Automobile and Auto Components,3.43,17.81,50.55,26.91,FY2020-FY2024,2024-06-25
FORTIS,Fortis Healthcare Ltd,Healthcare,6.29,8.27,59.43,56.49,FY2020-FY2024,2024-06-25
GAIL,GAIL (India) Ltd,Oil Gas & Consumable Fuels,15.11,12.94,1.57,12.51,FY2020-FY2024,2024-06-25
GVT&D,GE Vernova T&D India Ltd,Capital Goods,-1.59,0.06,,141.27,FY2020-FY2024,2024-06-25
GMRAIRPORT,GMR Airports Ltd,Services,-6.77,0.47,,,FY2020-FY2024,2024-06-25
GABRIEL,Gabriel India Ltd,Automobile and Auto Components,14.15,12.32,16.92,31.26,FY2020-FY2024,2024-06-25
GALLANTT,Gallantt Ispat Ltd.,Capital Goods,8.74,37.34,27.61,27.56,FY2020-FY2024,2024-06-25
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,17.15,20.18,16.93,51.22,FY2020-FY2024,2024-06-25
GICRE,General Insurance Corporation of India,Financial Services,8.54,-1.79,,10.48,FY2020-FY2024,2024-06-25
GILLETTE,Gillette India Ltd,Fast Moving Consumer Goods,,,,59.65,FY2020-FY2024,2024-06-25
GLAND,Gland Pharma Ltd,Healthcare,14.76,16.56,-1.22,41.42,FY2020-FY2024,2024-06-25
GLAXO,Glaxosmithkline Pharmaceuticals Ltd,Healthcare,33.91,1.39,44.65,67.17,FY2020-FY2024,2024-06-25
GLENMARK,Glenmark Pharmaceuticals Ltd,Healthcare,13.5,3.29,30.7,6.49,FY2020-FY2024,2024-06-25
MEDANTA,Global Health Ltd,Healthcare,10.39,16.9,19.33,73.94,FY2020-FY2024,2024-06-25
GODIGIT,Go Digit General Insurance Ltd,Financial Services,-3.26,,,133.11,FY2020-FY2024,2024-06-25
GPIL,Godawari Power & Ispat Ltd,Capital Goods,30.28,10.74,42.16,15.58,FY2020-FY2024,2024-06-25
GODFRYPHLP,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,18.79,6.91,18.07,25.88,FY2020-FY2024,2024-06-25
GODREJCP,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,18.0,8.97,-11.32,222.07,FY2020-FY2024,2024-06-25
GODREJIND,Godrej Industries Ltd,Diversified,12.33,8.01,-35.91,131.69,FY2020-FY2024,2024-06-25
GODREJPROP,Godrej Properties Ltd,Realty,4.69,4.46,19.44,74.64,FY2020-FY2024,2024-06-25
GRANULES,Granules India Ltd,Healthcare,19.4,11.63,4.86,24.17,FY2020-FY2024,2024-06-25
GRAPHITE,Graphite India Ltd,Capital Goods,6.02,-0.95,78.23,10.69,FY2020-FY2024,2024-06-25
GRASIM,Grasim Industries Ltd,Construction Materials,13.02,13.92,5.65,32.25,FY2020-FY2024,2024-06-25
GRAVITA,Gravita India Ltd,Metals & Mining,32.27,18.58,48.43,41.61,FY2020-FY2024,2024-06-25
GESHIP,Great Eastern Shipping Company Ltd,Services,14.97,7.34,67.02,5.85,FY2020-FY2024,2024-06-25
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Chemicals,10.75,10.44,17.24,108.53,FY2020-FY2024,2024-06-25
GMDCLTD,Gujarat Mineral Development Corporation Ltd,Metals & Mining,9.07,11.19,32.43,22.55,FY2020-FY2024,2024-06-25
HEG,HEG Ltd,Capital Goods,6.63,2.21,35.78,45.6,FY2020-FY2024,2024-06-25
HBLENGINE,HBL Engineering Ltd,Capital Goods,10.63,15.38,60.54,45.57,FY2020-FY2024,2024-06-25
HCLTECH,HCL Technologies Ltd,Information Technology,22.6,9.23,7.26,23.92,FY2020-FY2024,2024-06-25
HDBFS,HDB Financial Services Ltd,Financial Services,16.49,,,,FY2020-FY2024,2024-06-25
HDFCAMC,HDFC Asset Management Company Ltd,Financial Services,29.34,8.26,8.97,40.31,FY2020-FY2024,2024-06-25
HDFCBANK,HDFC Bank Ltd,Banks,16.9,18.34,11.15,18.55,FY2020-FY2024,2024-06-25
HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services,14.07,28.13,2.63,76.34,FY2020-FY2024,2024-06-25
HFCL,HFCL Ltd,Telecommunication,12.63,3.07,5.29,46.72,FY2020-FY2024,2024-06-25
HAVELLS,Havells India Ltd,Consumer Durables,19.14,14.51,11.53,85.0,FY2020-FY2024,2024-06-25
HEROMOTOCO,Hero MotoCorp Ltd,Automobile and Auto Components,20.04,5.25,0.56,26.71,FY2020-FY2024,2024-06-25
HEXT,Hexaware Technologies Ltd,Information Technology,,,,,FY2020-FY2024,2024-06-25
HSCL,Himadri Speciality Chemical Ltd,Chemicals,8.57,18.3,11.18,41.18,FY2020-FY2024,2024-06-25
HINDALCO,Hindalco Industries Ltd,Metals & Mining,10.57,12.82,21.93,14.28,FY2020-FY2024,2024-06-25
HAL,Hindustan Aeronautics Ltd,Capital Goods,26.15,7.21,21.47,41.94,FY2020-FY2024,2024-06-25
HINDCOPPER,Hindustan Copper Ltd,Metals & Mining,4.02,15.59,,88.53,FY2020-FY2024,2024-06-25
HINDPETRO,Hindustan Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,15.87,10.02,45.5,7.34,FY2020-FY2024,2024-06-25
HINDUNILVR,Hindustan Unilever Ltd,Fast Moving Consumer Goods,34.32,9.24,7.01,55.51,FY2020-FY2024,2024-06-25
HINDZINC,Hindustan Zinc Ltd,Metals & Mining,33.83,9.29,2.73,34.36,FY2020-FY2024,2024-06-25
POWERINDIA,Hitachi Energy India Ltd,Capital Goods,10.38,,,274.03,FY2020-FY2024,2024-06-25
HOMEFIRST,Home First Finance Company India Ltd,Financial Services,12.24,23.0,27.73,28.65,FY2020-FY2024,2024-06-25
HONASA,Honasa Consumer Ltd,Fast Moving Consumer Goods,,74.19,,78.93,FY2020-FY2024,2024-06-25
HONAUT,Honeywell Automation India Ltd,Capital Goods,17.23,4.29,0.4,91.87,FY2020-FY2024,2024-06-25
HUDCO,Housing & Urban Development Corporation Ltd,Financial Services,12.8,0.69,4.38,25.23,FY2020-FY2024,2024-06-25
HYUNDAI,Hyundai Motor India Ltd,Automobile and Auto Components,22.72,9.78,,,FY2020-FY2024,2024-06-25
ICICIBANK,ICICI Bank Ltd,Banks,15.42,13.46,33.65,17.95,FY2020-FY2024,2024-06-25
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financial Services,18.37,12.3,8.19,41.03,FY2020-FY2024,2024-06-25
ICICIAMC,ICICI Prudential Asset Management Co Ltd,Financial Services,75.27,,,,FY2020-FY2024,2024-06-25
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financial Services,10.34,33.66,-4.51,100.07,FY2020-FY2024,2024-06-25
IDBI,IDBI Bank Ltd,Banks,-1.14,4.88,,15.04,FY2020-FY2024,2024-06-25
IDFCFIRSTB,IDFC First Bank Ltd,Banks,1.41,13.21,,20.31,FY2020-FY2024,2024-06-25
IFCI,IFCI Ltd,Financial Services,-49.67,-17.88,,82.68,FY2020-FY2024,2024-06-25
IIFL,IIFL Finance Ltd,Financial Services,17.4,16.66,28.36,12.39,FY2020-FY2024,2024-06-25
IRB,IRB Infrastructure Developers Ltd,Construction,5.31,1.58,-13.46,63.71,FY2020-FY2024,2024-06-25
IRCON,Ircon International Ltd,Construction,13.27,18.34,13.87,26.91,FY2020-FY2024,2024-06-25
ITCHOTELS,ITC Hotels Ltd,Consumer Services,,,,,FY2020-FY2024,2024-06-25
