ticker,name,sector,roe,revCAGR,epsCAGR,pe,fy_window,rebalance_date
MAHABANK,Bank of Maharashtra,Banks,15.35,16.02,52.65,6.83,FY2021-FY2025,2026-03-25
BATAINDIA,Bata India Ltd,Consumer Durables,11.85,15.36,,60.23,FY2021-FY2025,2026-03-25
BAYERCROP,Bayer CropScience Ltd,Chemicals,24.03,5.13,2.87,29.27,FY2021-FY2025,2026-03-25
BELRISE,Belrise Industries Ltd,Automobile and Auto Components,14.25,10.48,,34.11,FY2021-FY2025,2026-03-25
BERGEPAINT,Berger Paints India Ltd,Consumer Durables,22.26,11.11,10.4,41.93,FY2021-FY2025,2026-03-25
BDL,Bharat Dynamics Ltd,Capital Goods,14.16,11.81,16.35,101.0,FY2021-FY2025,2026-03-25
BEL,Bharat Electronics Ltd,Capital Goods,23.8,10.99,20.46,48.91,FY2021-FY2025,2026-03-25
BHARATFORG,Bharat Forge Ltd,Automobile and Auto Components,13.44,19.35,32.79,96.3,FY2021-FY2025,2026-03-25
BHEL,Bharat Heavy Electricals Ltd,Capital Goods,-0.54,10.36,,55.82,FY2021-FY2025,2026-03-25
BPCL,Bharat Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,24.65,13.85,-3.77,4.56,FY2021-FY2025,2026-03-25
BHARTIARTL,Bharti Airtel Ltd,Telecommunication,-1.67,11.11,,74.99,FY2021-FY2025,2026-03-25
BHARTIHEXA,Bharti Hexacom Ltd,Telecommunication,14.33,13.18,,45.47,FY2021-FY2025,2026-03-25
BIKAJI,Bikaji Foods International Ltd,Fast Moving Consumer Goods,16.19,14.87,-26.4,59.24,FY2021-FY2025,2026-03-25
GROWW,Billionbrains Garage Ventures Ltd,Financial Services,7.72,,,45.04,FY2021-FY2025,2026-03-25
BIOCON,Biocon Ltd,Healthcare,8.02,16.4,6.47,134.98,FY2021-FY2025,2026-03-25
BSOFT,Birlasoft Ltd,Information Technology,17.41,8.61,9.96,18.25,FY2021-FY2025,2026-03-25
BLUEDART,Blue Dart Express Ltd,Services,29.61,11.71,19.91,47.31,FY2021-FY2025,2026-03-25
BLUEJET,Blue Jet Healthcare Ltd,Healthcare,34.76,15.6,-58.5,23.87,FY2021-FY2025,2026-03-25
BLUESTARCO,Blue Star Ltd,Consumer Durables,21.16,22.93,40.72,63.18,FY2021-FY2025,2026-03-25
BBTC,The Bombay Burmah Trading Corporation Ltd,Fast Moving Consumer Goods,21.92,6.44,24.89,7.84,FY2021-FY2025,2026-03-25
BOSCHLTD,Bosch Ltd,Automobile and Auto Components,13.45,13.23,33.12,30.99,FY2021-FY2025,2026-03-25
FIRSTCRY,Brainbees Solutions Ltd,Consumer Services,1.08,13.55,,105.22,FY2021-FY2025,2026-03-25
BRIGADE,Brigade Enterprises Ltd,Realty,8.42,6.79,22.14,55.94,FY2021-FY2025,2026-03-25
BRITANNIA,Britannia Industries Ltd,Fast Moving Consumer Goods,56.37,6.44,3.17,52.2,FY2021-FY2025,2026-03-25
MAPMYINDIA,C.E. Info Systems Ltd,Information Technology,24.1,24.95,-29.57,35.07,FY2021-FY2025,2026-03-25
CCL,CCL Products (India) Ltd,Fast Moving Consumer Goods,17.79,20.12,11.15,36.74,FY2021-FY2025,2026-03-25
CESC,CESC Ltd,Power,13.25,7.89,0.57,12.81,FY2021-FY2025,2026-03-25
CGPOWER,CG Power & Industrial Solutions Ltd,Capital Goods,88.86,27.3,-8.03,86.13,FY2021-FY2025,2026-03-25
CIEINDIA,CIE Automotive India Ltd,Automobile and Auto Components,,,,26.75,FY2021-FY2025,2026-03-25
CRISIL,CRISIL Ltd,Financial Services,,,,48.87,FY2021-FY2025,2026-03-25
CANFINHOME,Can Fin Homes Ltd,Financial Services,18.25,13.96,13.45,10.07,FY2021-FY2025,2026-03-25
CANBK,Canara Bank,Banks,13.27,11.6,40.68,6.58,FY2021-FY2025,2026-03-25
CANHLIFE,Canara HSBC Life Insurance Company Ltd,Financial Services,6.3,2.97,4.23,105.24,FY2021-FY2025,2026-03-25
CAPLIPOINT,Caplin Point Laboratories Ltd,Healthcare,25.58,12.79,17.11,18.5,FY2021-FY2025,2026-03-25
CGCL,Capri Global Capital Ltd,Financial Services,9.78,34.53,21.95,16.2,FY2021-FY2025,2026-03-25
CARBORUNIV,Carborundum Universal Ltd,Capital Goods,14.46,13.21,0.49,73.85,FY2021-FY2025,2026-03-25
CARTRADE,Cartrade Tech Ltd,Consumer Services,2.04,20.72,-35.69,36.27,FY2021-FY2025,2026-03-25
CASTROLIND,Castrol India Ltd,Oil Gas & Consumable Fuels,,,,18.3,FY2021-FY2025,2026-03-25
CEATLTD,CEAT Ltd,Automobile and Auto Components,9.93,11.68,1.81,19.62,FY2021-FY2025,2026-03-25
CEMPRO,Cemindia Projects Ltd,Construction,12.17,27.65,88.16,14.64,FY2021-FY2025,2026-03-25
CENTRALBK,Central Bank of India,Banks,5.02,8.17,,6.76,FY2021-FY2025,2026-03-25
CDSL,Central Depository Services (India) Ltd,Financial Services,28.96,25.76,21.32,51.94,FY2021-FY2025,2026-03-25
CHALET,Chalet Hotels Ltd,Consumer Services,4.52,42.59,,23.43,FY2021-FY2025,2026-03-25
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Chemicals,24.09,5.53,0.7,8.49,FY2021-FY2025,2026-03-25
CHENNPETRO,Chennai Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,37.84,21.56,-3.61,4.82,FY2021-FY2025,2026-03-25
CHOICEIN,Choice International Ltd,Financial Services,16.0,39.24,47.43,57.53,FY2021-FY2025,2026-03-25
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Financial Services,39.54,19.02,21.38,10.39,FY2021-FY2025,2026-03-25
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financial Services,19.5,21.99,22.27,22.31,FY2021-FY2025,2026-03-25
CIPLA,Cipla Ltd,Healthcare,14.92,7.53,16.96,25.44,FY2021-FY2025,2026-03-25
CUB,City Union Bank Ltd,Banks,12.32,7.13,13.56,13.09,FY2021-FY2025,2026-03-25
CLEAN,Clean Science & Technology Ltd,Chemicals,31.02,13.56,5.9,31.32,FY2021-FY2025,2026-03-25
COALINDIA,Coal India Ltd,Oil Gas & Consumable Fuels,46.5,9.75,22.72,9.02,FY2021-FY2025,2026-03-25
COCHINSHIP,Cochin Shipyard Ltd,Capital Goods,13.65,11.32,6.34,46.59,FY2021-FY2025,2026-03-25
COFORGE,Coforge Ltd,Information Technology,23.18,20.91,10.06,23.71,FY2021-FY2025,2026-03-25
COHANCE,Cohance Lifesciences Ltd,Healthcare,24.9,3.47,-5.86,64.06,FY2021-FY2025,2026-03-25
COLPAL,Colgate-Palmolive (India) Ltd,Fast Moving Consumer Goods,73.01,4.53,6.77,37.95,FY2021-FY2025,2026-03-25
CAMS,Computer Age Management Services Ltd,Financial Services,42.97,15.03,17.74,32.39,FY2021-FY2025,2026-03-25
CONCORDBIO,Concord Biotech Ltd,Healthcare,21.48,14.27,-32.17,41.4,FY2021-FY2025,2026-03-25
CONCOR,Container Corporation Of India Ltd,Services,9.46,6.7,20.61,26.0,FY2021-FY2025,2026-03-25
COROMANDEL,Coromandel International Ltd,Chemicals,24.37,11.17,9.14,27.84,FY2021-FY2025,2026-03-25
CRAFTSMAN,Craftsman Automation Ltd,Automobile and Auto Components,15.61,29.54,12.1,40.67,FY2021-FY2025,2026-03-25
CREDITACC,CreditAccess Grameen Ltd,Financial Services,12.7,18.51,31.04,23.36,FY2021-FY2025,2026-03-25
CROMPTON,Crompton Greaves Consumer Electricals Ltd,Consumer Durables,22.91,10.36,-2.53,,FY2021-FY2025,2026-03-25
CUMMINSIND,Cummins India Ltd,Capital Goods,22.33,18.97,25.79,53.03,FY2021-FY2025,2026-03-25
CYIENT,Cyient Ltd,Information Technology,15.55,12.24,10.9,20.55,FY2021-FY2025,2026-03-25
DCMSHRIRAM,DCM Shriram Ltd,Diversified,13.61,7.77,-2.14,18.76,FY2021-FY2025,2026-03-25
DLF,DLF Ltd,Realty,6.1,8.11,31.89,28.87,FY2021-FY2025,2026-03-25
DOMS,DOMS Industries Ltd,Fast Moving Consumer Goods,15.97,36.4,,61.08,FY2021-FY2025,2026-03-25
DABUR,Dabur India Ltd,Fast Moving Consumer Goods,20.23,5.61,0.8,39.04,FY2021-FY2025,2026-03-25
DALBHARAT,Dalmia Bharat Ltd,Construction Materials,6.45,6.7,-10.27,28.79,FY2021-FY2025,2026-03-25
DATAPATTNS,Data Patterns (India) Ltd,Capital Goods,19.9,25.88,-34.43,63.39,FY2021-FY2025,2026-03-25
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp Ltd,Chemicals,17.93,12.08,13.66,14.93,FY2021-FY2025,2026-03-25
DEEPAKNTR,Deepak Nitrite Ltd,Chemicals,26.41,13.69,-2.11,32.64,FY2021-FY2025,2026-03-25
DELHIVERY,Delhivery Ltd,Services,-8.39,18.71,,93.29,FY2021-FY2025,2026-03-25
DEVYANI,Devyani International Ltd,Consumer Services,2.47,27.37,,,FY2021-FY2025,2026-03-25
DIVISLAB,Divis Laboratories Ltd,Healthcare,18.89,6.08,2.0,62.17,FY2021-FY2025,2026-03-25
DIXON,Dixon Technologies (India) Ltd,Consumer Durables,29.37,43.22,46.14,41.67,FY2021-FY2025,2026-03-25
LALPATHLAB,Dr Lal Pathlabs Ltd,Healthcare,22.35,9.25,10.75,43.4,FY2021-FY2025,2026-03-25
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,16.99,11.38,23.62,24.93,FY2021-FY2025,2026-03-25
EIDPARRY,EID Parry (India) Ltd,Fast Moving Consumer Goods,27.35,11.24,14.36,23.92,FY2021-FY2025,2026-03-25
EIHOTEL,EIH Ltd,Consumer Services,5.95,40.85,,33.93,FY2021-FY2025,2026-03-25
EICHERMOT,Eicher Motors Ltd,Automobile and Auto Components,19.19,16.69,28.5,33.23,FY2021-FY2025,2026-03-25
ELECON,Elecon Engineering Company Ltd,Capital Goods,17.79,16.36,48.4,24.92,FY2021-FY2025,2026-03-25
ELGIEQUIP,Elgi Equipments Ltd,Capital Goods,20.61,12.78,27.89,35.08,FY2021-FY2025,2026-03-25
EMAMILTD,Emami Ltd,Fast Moving Consumer Goods,31.87,5.74,12.56,22.62,FY2021-FY2025,2026-03-25
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,23.31,9.42,9.21,30.18,FY2021-FY2025,2026-03-25
EMMVEE,Emmvee Photovoltaic Power Ltd,Capital Goods,28.24,40.68,51.29,13.1,FY2021-FY2025,2026-03-25
ENDURANCE,Endurance Technologies Ltd,Automobile and Auto Components,13.96,12.04,9.98,32.66,FY2021-FY2025,2026-03-25
ENGINERSIN,Engineers India Ltd,Construction,16.65,-0.36,18.43,14.73,FY2021-FY2025,2026-03-25
ERIS,ERIS Lifesciences Ltd,Healthcare,19.32,19.01,-0.25,28.16,FY2021-FY2025,2026-03-25
ESCORTS,Escorts Kubota Ltd,Capital Goods,13.24,7.87,11.83,13.42,FY2021-FY2025,2026-03-25
ETERNAL,Eternal Ltd,Consumer Services,4.6,38.12,,82.53,FY2021-FY2025,2026-03-25
EXIDEIND,Exide Industries Ltd,Automobile and Auto Components,16.28,10.72,-0.38,28.96,FY2021-FY2025,2026-03-25
NYKAA,FSN E-Commerce Ventures Ltd,Consumer Services,5.99,26.64,-49.23,340.22,FY2021-FY2025,2026-03-25
FEDERALBNK,Federal Bank Ltd,Banks,13.14,14.45,15.21,14.41,FY2021-FY2025,2026-03-25
FACT,Fertilizers & Chemicals Travancore Ltd,Chemicals,54.91,4.45,-34.77,1768.49,FY2021-FY2025,2026-03-25
FINCABLES,Finolex Cables Ltd,Capital Goods,14.05,13.95,8.72,17.33,FY2021-FY2025,2026-03-25
FSL,Firstsource Solutions Ltd,Services,15.46,9.46,10.09,21.74,FY2021-FY2025,2026-03-25
FIVESTAR,Five-Star Business Finance Ltd,Financial Services,16.62,22.09,-23.85,9.31,FY2021-FY2025,2026-03-25
FORCEMOT,Force Motors Ltd,Automobile and Auto Components,9.32,32.34,,22.19,FY2021-FY2025,2026-03-25
FORTIS,Fortis Healthcare Ltd,Healthcare,0.78,17.96,69.52,261.18,FY2021-FY2025,2026-03-25
GAIL,GAIL (India) Ltd,Oil Gas & Consumable Fuels,14.2,19.86,15.5,11.74,FY2021-FY2025,2026-03-25
GVT&D,GE Vernova T&D India Ltd,Capital Goods,11.37,4.45,58.7,71.85,FY2021-FY2025,2026-03-25
GMRAIRPORT,GMR Airports Ltd,Services,-4.35,,,652.08,FY2021-FY2025,2026-03-25
GABRIEL,Gabriel India Ltd,Automobile and Auto Components,15.33,16.54,28.56,49.08,FY2021-FY2025,2026-03-25
GALLANTT,Gallantt Ispat Ltd.,Capital Goods,11.09,33.64,10.66,26.43,FY2021-FY2025,2026-03-25
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,19.63,34.79,28.0,32.71,FY2021-FY2025,2026-03-25
GICRE,General Insurance Corporation of India,Financial Services,11.42,0.42,30.13,6.5,FY2021-FY2025,2026-03-25
GILLETTE,Gillette India Ltd,Fast Moving Consumer Goods,,,,38.78,FY2021-FY2025,2026-03-25
GLAND,Gland Pharma Ltd,Healthcare,13.37,10.15,-7.0,25.86,FY2021-FY2025,2026-03-25
GLAXO,Glaxosmithkline Pharmaceuticals Ltd,Healthcare,42.93,5.08,20.96,37.27,FY2021-FY2025,2026-03-25
GLENMARK,Glenmark Pharmaceuticals Ltd,Healthcare,5.43,4.01,1.54,43.29,FY2021-FY2025,2026-03-25
MEDANTA,Global Health Ltd,Healthcare,12.9,20.6,25.27,46.82,FY2021-FY2025,2026-03-25
GODIGIT,Go Digit General Insurance Ltd,Financial Services,0.58,33.0,,54.96,FY2021-FY2025,2026-03-25
GPIL,Godawari Power & Ispat Ltd,Capital Goods,30.96,6.34,6.01,21.08,FY2021-FY2025,2026-03-25
GODFRYPHLP,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,19.67,17.32,23.27,18.85,FY2021-FY2025,2026-03-25
GODREJCP,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,12.21,5.43,1.48,55.08,FY2021-FY2025,2026-03-25
GODREJIND,Godrej Industries Ltd,Diversified,13.22,16.06,24.0,21.36,FY2021-FY2025,2026-03-25
GODREJPROP,Godrej Properties Ltd,Realty,4.96,27.89,,129.4,FY2021-FY2025,2026-03-25
GRANULES,Granules India Ltd,Healthcare,18.32,6.72,-1.39,23.84,FY2021-FY2025,2026-03-25
GRAPHITE,Graphite India Ltd,Capital Goods,10.4,5.64,17.81,41.72,FY2021-FY2025,2026-03-25
GRASIM,Grasim Industries Ltd,Construction Materials,12.37,14.21,-2.96,34.68,FY2021-FY2025,2026-03-25
GRAVITA,Gravita India Ltd,Metals & Mining,33.09,22.37,40.98,25.46,FY2021-FY2025,2026-03-25
GESHIP,Great Eastern Shipping Company Ltd,Services,17.88,9.79,21.31,6.6,FY2021-FY2025,2026-03-25
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Chemicals,11.64,12.58,,52.63,FY2021-FY2025,2026-03-25
GMDCLTD,Gujarat Mineral Development Corporation Ltd,Metals & Mining,10.63,16.49,,18.26,FY2021-FY2025,2026-03-25
HEG,HEG Ltd,Capital Goods,5.97,11.4,,50.99,FY2021-FY2025,2026-03-25
HBLENGINE,HBL Engineering Ltd,Capital Goods,14.03,16.62,82.02,21.28,FY2021-FY2025,2026-03-25
HCLTECH,HCL Technologies Ltd,Information Technology,22.87,9.2,9.3,22.15,FY2021-FY2025,2026-03-25
HDBFS,HDB Financial Services Ltd,Financial Services,16.05,8.29,40.69,19.79,FY2021-FY2025,2026-03-25
HDFCAMC,HDFC Asset Management Company Ltd,Financial Services,28.7,13.04,13.08,33.76,FY2021-FY2025,2026-03-25
HDFCBANK,HDFC Bank Ltd,Banks,16.59,21.21,9.89,15.05,FY2021-FY2025,2026-03-25
HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services,12.25,5.37,4.56,66.75,FY2021-FY2025,2026-03-25
HFCL,HFCL Ltd,Telecommunication,10.44,-1.67,-7.94,32.28,FY2021-FY2025,2026-03-25
HAVELLS,Havells India Ltd,Consumer Durables,19.42,15.8,7.08,45.64,FY2021-FY2025,2026-03-25
HEROMOTOCO,Hero MotoCorp Ltd,Automobile and Auto Components,19.46,5.74,8.43,17.65,FY2021-FY2025,2026-03-25
HEXT,Hexaware Technologies Ltd,Information Technology,,,,29.12,FY2021-FY2025,2026-03-25
HSCL,Himadri Speciality Chemical Ltd,Chemicals,9.41,22.4,58.35,29.13,FY2021-FY2025,2026-03-25
HINDALCO,Hindalco Industries Ltd,Metals & Mining,12.05,12.56,35.65,14.1,FY2021-FY2025,2026-03-25
HAL,Hindustan Aeronautics Ltd,Capital Goods,26.82,6.25,20.84,26.67,FY2021-FY2025,2026-03-25
HINDCOPPER,Hindustan Copper Ltd,Metals & Mining,16.54,2.99,32.23,47.28,FY2021-FY2025,2026-03-25
HINDPETRO,Hindustan Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,16.89,13.23,-8.3,3.76,FY2021-FY2025,2026-03-25
HINDUNILVR,Hindustan Unilever Ltd,Fast Moving Consumer Goods,21.78,5.45,5.9,32.06,FY2021-FY2025,2026-03-25
HINDZINC,Hindustan Zinc Ltd,Metals & Mining,50.3,8.54,5.34,14.89,FY2021-FY2025,2026-03-25
POWERINDIA,Hitachi Energy India Ltd,Capital Goods,11.51,,,109.44,FY2021-FY2025,2026-03-25
HOMEFIRST,Home First Finance Company India Ltd,Financial Services,13.33,25.77,29.93,17.38,FY2021-FY2025,2026-03-25
HONASA,Honasa Consumer Ltd,Fast Moving Consumer Goods,5.51,32.32,,47.88,FY2021-FY2025,2026-03-25
HONAUT,Honeywell Automation India Ltd,Capital Goods,14.97,6.61,2.62,45.83,FY2021-FY2025,2026-03-25
HUDCO,Housing & Urban Development Corporation Ltd,Financial Services,13.0,7.32,11.39,8.19,FY2021-FY2025,2026-03-25
HYUNDAI,Hyundai Motor India Ltd,Automobile and Auto Components,27.67,10.71,,28.51,FY2021-FY2025,2026-03-25
ICICIBANK,ICICI Bank Ltd,Banks,17.35,15.88,21.94,16.12,FY2021-FY2025,2026-03-25
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financial Services,17.99,14.53,9.33,30.92,FY2021-FY2025,2026-03-25
ICICIAMC,ICICI Prudential Asset Management Co Ltd,Financial Services,77.17,17.42,16.31,5.69,FY2021-FY2025,2026-03-25
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financial Services,9.38,-3.18,4.25,47.9,FY2021-FY2025,2026-03-25
IDBI,IDBI Bank Ltd,Banks,8.9,7.7,38.17,7.86,FY2021-FY2025,2026-03-25
IDFCFIRSTB,IDFC First Bank Ltd,Banks,5.7,17.98,19.14,29.67,FY2021-FY2025,2026-03-25
IFCI,IFCI Ltd,Financial Services,-47.74,-13.31,,252.8,FY2021-FY2025,2026-03-25
IIFL,IIFL Finance Ltd,Financial Services,16.2,11.39,-13.16,11.61,FY2021-FY2025,2026-03-25
IRB,IRB Infrastructure Developers Ltd,Construction,10.81,7.52,99.48,28.34,FY2021-FY2025,2026-03-25
IRCON,Ircon International Ltd,Construction,13.28,15.03,13.19,18.21,FY2021-FY2025,2026-03-25
