ticker,name,sector,roe,revCAGR,epsCAGR,pe,fy_window,rebalance_date
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,Services,15.98,19.42,15.88,25.91,FY2021-FY2025,2025-06-25
ADANIPOWER,Adani Power Ltd,Power,34.28,16.47,59.01,16.68,FY2021-FY2025,2025-06-25
ATGL,Adani Total Gas Ltd,Oil Gas & Consumable Fuels,21.65,24.14,7.16,106.91,FY2021-FY2025,2025-06-25
ABCAPITAL,Aditya Birla Capital Ltd,Financial Services,14.65,16.1,22.36,20.23,FY2021-FY2025,2025-06-25
ABFRL,Aditya Birla Fashion & Retail Ltd,Consumer Services,-8.37,1.6,,,FY2021-FY2025,2025-06-25
ABLBL,Aditya Birla Lifestyle Brands Ltd,Consumer Services,,,,,FY2021-FY2025,2025-06-25
ABREL,Aditya Birla Real Estate Ltd,Realty,3.68,-34.16,,,FY2021-FY2025,2025-06-25
ABSLAMC,Aditya Birla Sun Life AMC Ltd,Financial Services,29.81,10.52,-35.65,22.45,FY2021-FY2025,2025-06-25
CPPLUS,Aditya Infotech Ltd,Capital Goods,34.61,22.05,-22.88,,FY2021-FY2025,2025-06-25
AEGISLOG,Aegis Logistics Ltd,Oil Gas & Consumable Fuels,17.41,11.97,24.34,41.59,FY2021-FY2025,2025-06-25
AEGISVOPAK,Aegis Vopak Terminals Ltd,Oil Gas & Consumable Fuels,4.55,,,193.43,FY2021-FY2025,2025-06-25
AFCONS,Afcons Infrastructure Ltd,Construction,13.57,6.0,-10.61,29.46,FY2021-FY2025,2025-06-25
AFFLE,Affle 3i Ltd,Information Technology,24.28,34.39,20.79,66.69,FY2021-FY2025,2025-06-25
AJANTPHARM,Ajanta Pharma Ltd,Healthcare,22.46,9.97,7.9,34.46,FY2021-FY2025,2025-06-25
ALKEM,Alkem Laboratories Ltd,Healthcare,18.97,7.9,6.44,24.91,FY2021-FY2025,2025-06-25
ABDL,Allied Blenders & Distillers Ltd,Fast Moving Consumer Goods,4.41,8.43,129.28,50.2,FY2021-FY2025,2025-06-25
ARE&M,Amara Raja Energy & Mobility Ltd,Automobile and Auto Components,13.98,12.43,6.39,20.74,FY2021-FY2025,2025-06-25
AMBER,Amber Enterprises India Ltd,Consumer Durables,8.05,26.9,24.35,82.2,FY2021-FY2025,2025-06-25
AMBUJACEM,Ambuja Cements Ltd,Construction Materials,6.86,,,35.97,FY2021-FY2025,2025-06-25
ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,38.39,29.13,34.77,54.27,FY2021-FY2025,2025-06-25
ANANTRAJ,Anant Raj Ltd,Realty,5.43,52.47,102.97,38.57,FY2021-FY2025,2025-06-25
ANGELONE,Angel One Ltd,Financial Services,39.68,32.37,29.02,26.66,FY2021-FY2025,2025-06-25
ANTHEM,Anthem Biosciences Ltd,Healthcare,30.7,10.84,-52.09,,FY2021-FY2025,2025-06-25
ANURAS,Anupam Rasayan India Ltd,Chemicals,7.71,12.12,3.82,101.8,FY2021-FY2025,2025-06-25
APARINDS,Apar Industries Ltd,Capital Goods,21.57,23.81,37.28,35.75,FY2021-FY2025,2025-06-25
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Healthcare,14.7,15.59,57.25,64.04,FY2021-FY2025,2025-06-25
APOLLOTYRE,Apollo Tyres Ltd,Automobile and Auto Components,7.64,8.47,26.23,33.85,FY2021-FY2025,2025-06-25
APTUS,Aptus Value Housing Finance India Ltd,Financial Services,16.29,22.28,-12.18,19.67,FY2021-FY2025,2025-06-25
ASAHIINDIA,Asahi India Glass Ltd,Automobile and Auto Components,15.83,13.67,22.79,48.66,FY2021-FY2025,2025-06-25
ASHOKLEY,Ashok Leyland Ltd,Capital Goods,16.71,20.43,,20.61,FY2021-FY2025,2025-06-25
ASIANPAINT,Asian Paints Ltd,Consumer Durables,26.15,9.32,3.16,60.36,FY2021-FY2025,2025-06-25
ASTERDM,Aster DM Healthcare Ltd,Healthcare,37.92,-13.63,105.19,90.86,FY2021-FY2025,2025-06-25
ASTRAL,Astral Ltd,Capital Goods,19.93,12.92,5.25,83.12,FY2021-FY2025,2025-06-25
ATHERENERG,Ather Energy Ltd,Automobile and Auto Components,-131.76,94.99,,,FY2021-FY2025,2025-06-25
ATUL,Atul Ltd,Chemicals,12.13,8.39,-5.8,40.79,FY2021-FY2025,2025-06-25
AUROPHARMA,Aurobindo Pharma Ltd,Healthcare,13.75,5.07,-8.0,18.83,FY2021-FY2025,2025-06-25
AIIL,Authum Investment & Infrastructure Ltd,Financial Services,26.01,77.95,97.14,10.78,FY2021-FY2025,2025-06-25
DMART,Avenue Supermarts Ltd,Consumer Services,13.01,19.71,19.65,104.2,FY2021-FY2025,2025-06-25
AXISBANK,Axis Bank Ltd,Banks,12.82,14.62,30.99,13.49,FY2021-FY2025,2025-06-25
BEML,BEML Ltd,Capital Goods,7.39,2.49,33.54,66.73,FY2021-FY2025,2025-06-25
BLS,BLS International Services Ltd,Consumer Services,26.35,35.62,58.85,25.95,FY2021-FY2025,2025-06-25
BSE,BSE Ltd,Financial Services,16.58,38.51,55.6,70.44,FY2021-FY2025,2025-06-25
BAJAJ-AUTO,Bajaj Auto Ltd,Automobile and Auto Components,22.23,12.95,9.34,30.48,FY2021-FY2025,2025-06-25
BAJFINANCE,Bajaj Finance Ltd,Financial Services,19.01,21.18,29.57,32.59,FY2021-FY2025,2025-06-25
BAJAJFINSV,Bajaj Finserv Ltd,Financial Services,25.53,17.17,14.62,33.49,FY2021-FY2025,2025-06-25
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financial Services,11.85,10.09,12.31,17.84,FY2021-FY2025,2025-06-25
BAJAJHFL,Bajaj Housing Finance Ltd,Financial Services,12.44,24.86,22.83,43.77,FY2021-FY2025,2025-06-25
BALKRISIND,Balkrishna Industries Ltd,Automobile and Auto Components,18.66,12.56,7.05,31.9,FY2021-FY2025,2025-06-25
BALRAMCHIN,Balrampur Chini Mills Ltd,Fast Moving Consumer Goods,15.09,2.39,-1.08,28.5,FY2021-FY2025,2025-06-25
BANDHANBNK,Bandhan Bank Ltd,Banks,9.77,11.87,4.48,14.13,FY2021-FY2025,2025-06-25
BANKBARODA,Bank of Baroda,Banks,11.77,11.48,68.04,6.21,FY2021-FY2025,2025-06-25
BANKINDIA,Bank of India,Banks,8.03,11.78,26.95,5.49,FY2021-FY2025,2025-06-25
MAHABANK,Bank of Maharashtra,Banks,15.35,16.02,52.65,7.0,FY2021-FY2025,2025-06-25
BATAINDIA,Bata India Ltd,Consumer Durables,11.85,15.36,,74.77,FY2021-FY2025,2025-06-25
BAYERCROP,Bayer CropScience Ltd,Chemicals,24.03,5.13,2.87,41.8,FY2021-FY2025,2025-06-25
BELRISE,Belrise Industries Ltd,Automobile and Auto Components,14.25,10.48,,18.99,FY2021-FY2025,2025-06-25
BERGEPAINT,Berger Paints India Ltd,Consumer Durables,22.26,11.11,10.4,56.52,FY2021-FY2025,2025-06-25
BDL,Bharat Dynamics Ltd,Capital Goods,14.16,11.81,16.35,126.3,FY2021-FY2025,2025-06-25
BEL,Bharat Electronics Ltd,Capital Goods,23.8,10.99,20.46,55.97,FY2021-FY2025,2025-06-25
BHARATFORG,Bharat Forge Ltd,Automobile and Auto Components,13.44,19.35,32.79,44.21,FY2021-FY2025,2025-06-25
BHEL,Bharat Heavy Electricals Ltd,Capital Goods,-0.54,10.36,,325.38,FY2021-FY2025,2025-06-25
BPCL,Bharat Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,24.65,13.85,-3.77,7.85,FY2021-FY2025,2025-06-25
BHARTIARTL,Bharti Airtel Ltd,Telecommunication,-1.67,11.11,,44.5,FY2021-FY2025,2025-06-25
BHARTIHEXA,Bharti Hexacom Ltd,Telecommunication,14.33,13.18,,65.36,FY2021-FY2025,2025-06-25
BIKAJI,Bikaji Foods International Ltd,Fast Moving Consumer Goods,16.19,14.87,-26.4,87.45,FY2021-FY2025,2025-06-25
GROWW,Billionbrains Garage Ventures Ltd,Financial Services,7.72,,,,FY2021-FY2025,2025-06-25
BIOCON,Biocon Ltd,Healthcare,8.02,16.4,6.47,110.75,FY2021-FY2025,2025-06-25
BSOFT,Birlasoft Ltd,Information Technology,17.41,8.61,9.96,24.62,FY2021-FY2025,2025-06-25
BLUEDART,Blue Dart Express Ltd,Services,29.61,11.71,19.91,59.32,FY2021-FY2025,2025-06-25
BLUEJET,Blue Jet Healthcare Ltd,Healthcare,34.76,15.6,-58.5,41.4,FY2021-FY2025,2025-06-25
BLUESTARCO,Blue Star Ltd,Consumer Durables,21.16,22.93,40.72,60.98,FY2021-FY2025,2025-06-25
BBTC,The Bombay Burmah Trading Corporation Ltd,Fast Moving Consumer Goods,21.92,6.44,24.89,11.51,FY2021-FY2025,2025-06-25
BOSCHLTD,Bosch Ltd,Automobile and Auto Components,13.45,13.23,33.12,34.94,FY2021-FY2025,2025-06-25
FIRSTCRY,Brainbees Solutions Ltd,Consumer Services,1.08,13.55,,280.54,FY2021-FY2025,2025-06-25
BRIGADE,Brigade Enterprises Ltd,Realty,8.42,6.79,22.14,62.72,FY2021-FY2025,2025-06-25
BRITANNIA,Britannia Industries Ltd,Fast Moving Consumer Goods,56.37,6.44,3.17,61.15,FY2021-FY2025,2025-06-25
MAPMYINDIA,C.E. Info Systems Ltd,Information Technology,24.1,24.95,-29.57,59.98,FY2021-FY2025,2025-06-25
CCL,CCL Products (India) Ltd,Fast Moving Consumer Goods,17.79,20.12,11.15,35.17,FY2021-FY2025,2025-06-25
CESC,CESC Ltd,Power,13.25,7.89,0.57,15.73,FY2021-FY2025,2025-06-25
CGPOWER,CG Power & Industrial Solutions Ltd,Capital Goods,88.86,27.3,-8.03,104.16,FY2021-FY2025,2025-06-25
CIEINDIA,CIE Automotive India Ltd,Automobile and Auto Components,,,,28.97,FY2021-FY2025,2025-06-25
CRISIL,CRISIL Ltd,Financial Services,,,,57.95,FY2021-FY2025,2025-06-25
CANFINHOME,Can Fin Homes Ltd,Financial Services,18.25,13.96,13.45,11.53,FY2021-FY2025,2025-06-25
CANBK,Canara Bank,Banks,13.27,11.6,40.68,5.87,FY2021-FY2025,2025-06-25
CANHLIFE,Canara HSBC Life Insurance Company Ltd,Financial Services,6.3,2.97,4.23,,FY2021-FY2025,2025-06-25
CAPLIPOINT,Caplin Point Laboratories Ltd,Healthcare,25.58,12.79,17.11,27.2,FY2021-FY2025,2025-06-25
CGCL,Capri Global Capital Ltd,Financial Services,9.78,34.53,21.95,25.05,FY2021-FY2025,2025-06-25
CARBORUNIV,Carborundum Universal Ltd,Capital Goods,14.46,13.21,0.49,73.27,FY2021-FY2025,2025-06-25
CARTRADE,Cartrade Tech Ltd,Consumer Services,2.04,20.72,-35.69,49.74,FY2021-FY2025,2025-06-25
CASTROLIND,Castrol India Ltd,Oil Gas & Consumable Fuels,,,,21.47,FY2021-FY2025,2025-06-25
CEATLTD,CEAT Ltd,Automobile and Auto Components,9.93,11.68,1.81,32.86,FY2021-FY2025,2025-06-25
CEMPRO,Cemindia Projects Ltd,Construction,12.17,27.65,88.16,33.72,FY2021-FY2025,2025-06-25
CENTRALBK,Central Bank of India,Banks,5.02,8.17,,8.32,FY2021-FY2025,2025-06-25
CDSL,Central Depository Services (India) Ltd,Financial Services,28.96,25.76,21.32,72.81,FY2021-FY2025,2025-06-25
CHALET,Chalet Hotels Ltd,Consumer Services,4.52,42.59,,62.68,FY2021-FY2025,2025-06-25
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Chemicals,24.09,5.53,0.7,12.9,FY2021-FY2025,2025-06-25
CHENNPETRO,Chennai Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,37.84,21.56,-3.61,,FY2021-FY2025,2025-06-25
CHOICEIN,Choice International Ltd,Financial Services,16.0,39.24,47.43,82.27,FY2021-FY2025,2025-06-25
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Financial Services,39.54,19.02,21.38,17.0,FY2021-FY2025,2025-06-25
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financial Services,19.5,21.99,22.27,29.9,FY2021-FY2025,2025-06-25
CIPLA,Cipla Ltd,Healthcare,14.92,7.53,16.96,22.45,FY2021-FY2025,2025-06-25
CUB,City Union Bank Ltd,Banks,12.32,7.13,13.56,12.19,FY2021-FY2025,2025-06-25
CLEAN,Clean Science & Technology Ltd,Chemicals,31.02,13.56,5.9,56.76,FY2021-FY2025,2025-06-25
COALINDIA,Coal India Ltd,Oil Gas & Consumable Fuels,46.5,9.75,22.72,7.3,FY2021-FY2025,2025-06-25
COCHINSHIP,Cochin Shipyard Ltd,Capital Goods,13.65,11.32,6.34,69.79,FY2021-FY2025,2025-06-25
COFORGE,Coforge Ltd,Information Technology,23.18,20.91,10.06,61.42,FY2021-FY2025,2025-06-25
COHANCE,Cohance Lifesciences Ltd,Healthcare,24.9,3.47,-5.86,56.27,FY2021-FY2025,2025-06-25
COLPAL,Colgate-Palmolive (India) Ltd,Fast Moving Consumer Goods,73.01,4.53,6.77,47.04,FY2021-FY2025,2025-06-25
CAMS,Computer Age Management Services Ltd,Financial Services,42.97,15.03,17.74,44.08,FY2021-FY2025,2025-06-25
CONCORDBIO,Concord Biotech Ltd,Healthcare,21.48,14.27,-32.17,53.52,FY2021-FY2025,2025-06-25
CONCOR,Container Corporation Of India Ltd,Services,9.46,6.7,20.61,34.5,FY2021-FY2025,2025-06-25
COROMANDEL,Coromandel International Ltd,Chemicals,24.37,11.17,9.14,30.24,FY2021-FY2025,2025-06-25
CRAFTSMAN,Craftsman Automation Ltd,Automobile and Auto Components,15.61,29.54,12.1,59.59,FY2021-FY2025,2025-06-25
CREDITACC,CreditAccess Grameen Ltd,Financial Services,12.7,18.51,31.04,92.65,FY2021-FY2025,2025-06-25
CROMPTON,Crompton Greaves Consumer Electricals Ltd,Consumer Durables,22.91,10.36,-2.53,42.48,FY2021-FY2025,2025-06-25
CUMMINSIND,Cummins India Ltd,Capital Goods,22.33,18.97,25.79,42.21,FY2021-FY2025,2025-06-25
CYIENT,Cyient Ltd,Information Technology,15.55,12.24,10.9,23.23,FY2021-FY2025,2025-06-25
DCMSHRIRAM,DCM Shriram Ltd,Diversified,13.61,7.77,-2.14,29.95,FY2021-FY2025,2025-06-25
DLF,DLF Ltd,Realty,6.1,8.11,31.89,47.04,FY2021-FY2025,2025-06-25
DOMS,DOMS Industries Ltd,Fast Moving Consumer Goods,15.97,36.4,,75.39,FY2021-FY2025,2025-06-25
DABUR,Dabur India Ltd,Fast Moving Consumer Goods,20.23,5.61,0.8,46.47,FY2021-FY2025,2025-06-25
DALBHARAT,Dalmia Bharat Ltd,Construction Materials,6.45,6.7,-10.27,41.57,FY2021-FY2025,2025-06-25
DATAPATTNS,Data Patterns (India) Ltd,Capital Goods,19.9,25.88,-34.43,78.91,FY2021-FY2025,2025-06-25
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp Ltd,Chemicals,17.93,12.08,13.66,19.92,FY2021-FY2025,2025-06-25
DEEPAKNTR,Deepak Nitrite Ltd,Chemicals,26.41,13.69,-2.11,42.22,FY2021-FY2025,2025-06-25
DELHIVERY,Delhivery Ltd,Services,-8.39,18.71,,177.61,FY2021-FY2025,2025-06-25
DEVYANI,Devyani International Ltd,Consumer Services,2.47,27.37,,,FY2021-FY2025,2025-06-25
DIVISLAB,Divis Laboratories Ltd,Healthcare,18.89,6.08,2.0,76.39,FY2021-FY2025,2025-06-25
DIXON,Dixon Technologies (India) Ltd,Consumer Durables,29.37,43.22,46.14,73.82,FY2021-FY2025,2025-06-25
LALPATHLAB,Dr Lal Pathlabs Ltd,Healthcare,22.35,9.25,10.75,45.71,FY2021-FY2025,2025-06-25
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,16.99,11.38,23.62,19.36,FY2021-FY2025,2025-06-25
EIDPARRY,EID Parry (India) Ltd,Fast Moving Consumer Goods,27.35,11.24,14.36,16.73,FY2021-FY2025,2025-06-25
EIHOTEL,EIH Ltd,Consumer Services,5.95,40.85,,30.81,FY2021-FY2025,2025-06-25
EICHERMOT,Eicher Motors Ltd,Automobile and Auto Components,19.19,16.69,28.5,31.46,FY2021-FY2025,2025-06-25
ELECON,Elecon Engineering Company Ltd,Capital Goods,17.79,16.36,48.4,27.58,FY2021-FY2025,2025-06-25
ELGIEQUIP,Elgi Equipments Ltd,Capital Goods,20.61,12.78,27.89,46.7,FY2021-FY2025,2025-06-25
EMAMILTD,Emami Ltd,Fast Moving Consumer Goods,31.87,5.74,12.56,29.72,FY2021-FY2025,2025-06-25
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,23.31,9.42,9.21,34.2,FY2021-FY2025,2025-06-25
EMMVEE,Emmvee Photovoltaic Power Ltd,Capital Goods,28.24,40.68,51.29,,FY2021-FY2025,2025-06-25
ENDURANCE,Endurance Technologies Ltd,Automobile and Auto Components,13.96,12.04,9.98,41.71,FY2021-FY2025,2025-06-25
ENGINERSIN,Engineers India Ltd,Construction,16.65,-0.36,18.43,23.25,FY2021-FY2025,2025-06-25
ERIS,ERIS Lifesciences Ltd,Healthcare,19.32,19.01,-0.25,57.1,FY2021-FY2025,2025-06-25
ESCORTS,Escorts Kubota Ltd,Capital Goods,13.24,7.87,11.83,15.75,FY2021-FY2025,2025-06-25
ETERNAL,Eternal Ltd,Consumer Services,4.6,38.12,,115.22,FY2021-FY2025,2025-06-25
EXIDEIND,Exide Industries Ltd,Automobile and Auto Components,16.28,10.72,-0.38,37.94,FY2021-FY2025,2025-06-25
NYKAA,FSN E-Commerce Ventures Ltd,Consumer Services,5.99,26.64,-49.23,726.89,FY2021-FY2025,2025-06-25
FEDERALBNK,Federal Bank Ltd,Banks,13.14,14.45,15.21,12.54,FY2021-FY2025,2025-06-25
FACT,Fertilizers & Chemicals Travancore Ltd,Chemicals,54.91,4.45,-34.77,708.97,FY2021-FY2025,2025-06-25
FINCABLES,Finolex Cables Ltd,Capital Goods,14.05,13.95,8.72,23.17,FY2021-FY2025,2025-06-25
FSL,Firstsource Solutions Ltd,Services,15.46,9.46,10.09,42.41,FY2021-FY2025,2025-06-25
FIVESTAR,Five-Star Business Finance Ltd,Financial Services,16.62,22.09,-23.85,19.77,FY2021-FY2025,2025-06-25
FORCEMOT,Force Motors Ltd,Automobile and Auto Components,9.32,32.34,,21.82,FY2021-FY2025,2025-06-25
FORTIS,Fortis Healthcare Ltd,Healthcare,0.78,17.96,69.52,645.0,FY2021-FY2025,2025-06-25
GAIL,GAIL (India) Ltd,Oil Gas & Consumable Fuels,14.2,19.86,15.5,10.44,FY2021-FY2025,2025-06-25
GVT&D,GE Vernova T&D India Ltd,Capital Goods,11.37,4.45,58.7,77.79,FY2021-FY2025,2025-06-25
GMRAIRPORT,GMR Airports Ltd,Services,-4.35,,,,FY2021-FY2025,2025-06-25
GABRIEL,Gabriel India Ltd,Automobile and Auto Components,15.33,16.54,28.56,39.3,FY2021-FY2025,2025-06-25
GALLANTT,Gallantt Ispat Ltd.,Capital Goods,11.09,33.64,10.66,28.03,FY2021-FY2025,2025-06-25
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,19.63,34.79,28.0,71.41,FY2021-FY2025,2025-06-25
GICRE,General Insurance Corporation of India,Financial Services,11.42,0.42,30.13,7.71,FY2021-FY2025,2025-06-25
GILLETTE,Gillette India Ltd,Fast Moving Consumer Goods,,,,58.05,FY2021-FY2025,2025-06-25
GLAND,Gland Pharma Ltd,Healthcare,13.37,10.15,-7.0,37.31,FY2021-FY2025,2025-06-25
GLAXO,Glaxosmithkline Pharmaceuticals Ltd,Healthcare,42.93,5.08,20.96,56.53,FY2021-FY2025,2025-06-25
GLENMARK,Glenmark Pharmaceuticals Ltd,Healthcare,5.43,4.01,1.54,63.1,FY2021-FY2025,2025-06-25
MEDANTA,Global Health Ltd,Healthcare,12.9,20.6,25.27,58.34,FY2021-FY2025,2025-06-25
GODIGIT,Go Digit General Insurance Ltd,Financial Services,0.58,33.0,,69.05,FY2021-FY2025,2025-06-25
GPIL,Godawari Power & Ispat Ltd,Capital Goods,30.96,6.34,6.01,15.94,FY2021-FY2025,2025-06-25
GODFRYPHLP,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,19.67,17.32,23.27,34.59,FY2021-FY2025,2025-06-25
GODREJCP,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,12.21,5.43,1.48,64.62,FY2021-FY2025,2025-06-25
GODREJIND,Godrej Industries Ltd,Diversified,13.22,16.06,24.0,42.78,FY2021-FY2025,2025-06-25
GODREJPROP,Godrej Properties Ltd,Realty,4.96,27.89,,121.95,FY2021-FY2025,2025-06-25
GRANULES,Granules India Ltd,Healthcare,18.32,6.72,-1.39,25.15,FY2021-FY2025,2025-06-25
GRAPHITE,Graphite India Ltd,Capital Goods,10.4,5.64,17.81,27.94,FY2021-FY2025,2025-06-25
GRASIM,Grasim Industries Ltd,Construction Materials,12.37,14.21,-2.96,45.35,FY2021-FY2025,2025-06-25
GRAVITA,Gravita India Ltd,Metals & Mining,33.09,22.37,40.98,36.2,FY2021-FY2025,2025-06-25
GESHIP,Great Eastern Shipping Company Ltd,Services,17.88,9.79,21.31,6.97,FY2021-FY2025,2025-06-25
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Chemicals,11.64,12.58,,57.1,FY2021-FY2025,2025-06-25
GMDCLTD,Gujarat Mineral Development Corporation Ltd,Metals & Mining,10.63,16.49,,18.75,FY2021-FY2025,2025-06-25
HEG,HEG Ltd,Capital Goods,5.97,11.4,,55.92,FY2021-FY2025,2025-06-25
HBLENGINE,HBL Engineering Ltd,Capital Goods,14.03,16.62,82.02,46.15,FY2021-FY2025,2025-06-25
HCLTECH,HCL Technologies Ltd,Information Technology,22.87,9.2,9.3,27.23,FY2021-FY2025,2025-06-25
HDBFS,HDB Financial Services Ltd,Financial Services,16.05,8.29,40.69,,FY2021-FY2025,2025-06-25
HDFCAMC,HDFC Asset Management Company Ltd,Financial Services,28.7,13.04,13.08,40.53,FY2021-FY2025,2025-06-25
HDFCBANK,HDFC Bank Ltd,Banks,16.59,21.21,9.89,21.12,FY2021-FY2025,2025-06-25
HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services,12.25,5.37,4.56,88.68,FY2021-FY2025,2025-06-25
HFCL,HFCL Ltd,Telecommunication,10.44,-1.67,-7.94,340.58,FY2021-FY2025,2025-06-25
HAVELLS,Havells India Ltd,Consumer Durables,19.42,15.8,7.08,69.38,FY2021-FY2025,2025-06-25
HEROMOTOCO,Hero MotoCorp Ltd,Automobile and Auto Components,19.46,5.74,8.43,16.88,FY2021-FY2025,2025-06-25
HEXT,Hexaware Technologies Ltd,Information Technology,,,,52.9,FY2021-FY2025,2025-06-25
HSCL,Himadri Speciality Chemical Ltd,Chemicals,9.41,22.4,58.35,35.4,FY2021-FY2025,2025-06-25
HINDALCO,Hindalco Industries Ltd,Metals & Mining,12.05,12.56,35.65,8.78,FY2021-FY2025,2025-06-25
HAL,Hindustan Aeronautics Ltd,Capital Goods,26.82,6.25,20.84,40.46,FY2021-FY2025,2025-06-25
HINDCOPPER,Hindustan Copper Ltd,Metals & Mining,16.54,2.99,32.23,50.0,FY2021-FY2025,2025-06-25
HINDPETRO,Hindustan Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,16.89,13.23,-8.3,8.19,FY2021-FY2025,2025-06-25
HINDUNILVR,Hindustan Unilever Ltd,Fast Moving Consumer Goods,21.78,5.45,5.9,49.51,FY2021-FY2025,2025-06-25
HINDZINC,Hindustan Zinc Ltd,Metals & Mining,50.3,8.54,5.34,18.17,FY2021-FY2025,2025-06-25
POWERINDIA,Hitachi Energy India Ltd,Capital Goods,11.51,,,163.27,FY2021-FY2025,2025-06-25
HOMEFIRST,Home First Finance Company India Ltd,Financial Services,13.33,25.77,29.93,29.39,FY2021-FY2025,2025-06-25
HONASA,Honasa Consumer Ltd,Fast Moving Consumer Goods,5.51,32.32,,132.6,FY2021-FY2025,2025-06-25
HONAUT,Honeywell Automation India Ltd,Capital Goods,14.97,6.61,2.62,65.29,FY2021-FY2025,2025-06-25
HUDCO,Housing & Urban Development Corporation Ltd,Financial Services,13.0,7.32,11.39,16.69,FY2021-FY2025,2025-06-25
HYUNDAI,Hyundai Motor India Ltd,Automobile and Auto Components,27.67,10.71,,30.2,FY2021-FY2025,2025-06-25
ICICIBANK,ICICI Bank Ltd,Banks,17.35,15.88,21.94,19.04,FY2021-FY2025,2025-06-25
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financial Services,17.99,14.53,9.33,36.54,FY2021-FY2025,2025-06-25
ICICIAMC,ICICI Prudential Asset Management Co Ltd,Financial Services,77.17,17.42,16.31,,FY2021-FY2025,2025-06-25
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financial Services,9.38,-3.18,4.25,71.89,FY2021-FY2025,2025-06-25
IDBI,IDBI Bank Ltd,Banks,8.9,7.7,38.17,12.37,FY2021-FY2025,2025-06-25
IDFCFIRSTB,IDFC First Bank Ltd,Banks,5.7,17.98,19.14,40.35,FY2021-FY2025,2025-06-25
IFCI,IFCI Ltd,Financial Services,-47.74,-13.31,,84.45,FY2021-FY2025,2025-06-25
IIFL,IIFL Finance Ltd,Financial Services,16.2,11.39,-13.16,62.99,FY2021-FY2025,2025-06-25
IRB,IRB Infrastructure Developers Ltd,Construction,10.81,7.52,99.48,4.57,FY2021-FY2025,2025-06-25
IRCON,Ircon International Ltd,Construction,13.28,15.03,13.19,27.65,FY2021-FY2025,2025-06-25
