ticker,name,sector,roe,revCAGR,epsCAGR,pe,fy_window,rebalance_date
CGCL,Capri Global Capital Ltd,Financial Services,10.91,37.32,31.68,22.08,FY2022-FY2026,2026-06-25
CARBORUNIV,Carborundum Universal Ltd,Capital Goods,12.43,9.38,-10.26,118.5,FY2022-FY2026,2026-06-25
CARTRADE,Cartrade Tech Ltd,Consumer Services,0.84,19.76,,108.96,FY2022-FY2026,2026-06-25
CASTROLIND,Castrol India Ltd,Oil Gas & Consumable Fuels,,,,19.18,FY2022-FY2026,2026-06-25
CEATLTD,CEAT Ltd,Automobile and Auto Components,10.11,10.86,57.86,20.28,FY2022-FY2026,2026-06-25
CEMPRO,Cemindia Projects Ltd,Construction,17.52,21.44,54.05,35.11,FY2022-FY2026,2026-06-25
CENTRALBK,Central Bank of India,Banks,8.4,9.57,32.16,6.5,FY2022-FY2026,2026-06-25
CDSL,Central Depository Services (India) Ltd,Financial Services,28.83,15.75,7.94,61.89,FY2022-FY2026,2026-06-25
CHALET,Chalet Hotels Ltd,Consumer Services,9.98,38.3,,26.63,FY2022-FY2026,2026-06-25
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Chemicals,20.21,5.29,5.32,9.85,FY2022-FY2026,2026-06-25
CHENNPETRO,Chennai Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,40.8,8.12,18.07,5.35,FY2022-FY2026,2026-06-25
CHOICEIN,Choice International Ltd,Financial Services,18.09,31.46,29.43,69.78,FY2022-FY2026,2026-06-25
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Financial Services,40.32,21.69,19.0,12.18,FY2022-FY2026,2026-06-25
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financial Services,19.95,25.08,18.55,27.88,FY2022-FY2026,2026-06-25
CIPLA,Cipla Ltd,Healthcare,14.47,5.29,9.01,29.84,FY2022-FY2026,2026-06-25
CUB,City Union Bank Ltd,Banks,12.84,10.85,11.67,14.78,FY2022-FY2026,2026-06-25
CLEAN,Clean Science & Technology Ltd,Chemicals,25.1,6.92,0.09,37.15,FY2022-FY2026,2026-06-25
COALINDIA,Coal India Ltd,Oil Gas & Consumable Fuels,44.8,8.95,12.37,8.81,FY2022-FY2026,2026-06-25
COCHINSHIP,Cochin Shipyard Ltd,Capital Goods,13.01,9.49,4.91,54.46,FY2022-FY2026,2026-06-25
COFORGE,Coforge Ltd,Information Technology,23.74,20.59,16.35,31.91,FY2022-FY2026,2026-06-25
COHANCE,Cohance Lifesciences Ltd,Healthcare,18.82,11.44,-23.47,97.61,FY2022-FY2026,2026-06-25
COLPAL,Colgate-Palmolive (India) Ltd,Fast Moving Consumer Goods,74.32,3.42,4.21,40.64,FY2022-FY2026,2026-06-25
CAMS,Computer Age Management Services Ltd,Financial Services,43.01,10.75,10.34,42.23,FY2022-FY2026,2026-06-25
CONCORDBIO,Concord Biotech Ltd,Healthcare,18.88,8.15,-32.94,52.84,FY2022-FY2026,2026-06-25
CONCOR,Container Corporation Of India Ltd,Services,10.44,3.48,3.28,29.4,FY2022-FY2026,2026-06-25
COROMANDEL,Coromandel International Ltd,Chemicals,21.96,10.5,4.95,30.04,FY2022-FY2026,2026-06-25
CRAFTSMAN,Craftsman Automation Ltd,Automobile and Auto Components,15.82,29.48,15.83,58.68,FY2022-FY2026,2026-06-25
CREDITACC,CreditAccess Grameen Ltd,Financial Services,13.99,17.82,16.47,28.21,FY2022-FY2026,2026-06-25
CROMPTON,Crompton Greaves Consumer Electricals Ltd,Consumer Durables,13.97,6.01,,,FY2022-FY2026,2026-06-25
CUMMINSIND,Cummins India Ltd,Capital Goods,25.42,14.5,20.4,67.32,FY2022-FY2026,2026-06-25
CYIENT,Cyient Ltd,Information Technology,14.6,9.9,-4.05,23.01,FY2022-FY2026,2026-06-25
DCMSHRIRAM,DCM Shriram Ltd,Diversified,12.84,7.06,-4.38,18.89,FY2022-FY2026,2026-06-25
DLF,DLF Ltd,Realty,7.49,7.46,24.09,34.34,FY2022-FY2026,2026-06-25
DOMS,DOMS Industries Ltd,Fast Moving Consumer Goods,23.04,27.74,-37.11,60.65,FY2022-FY2026,2026-06-25
DABUR,Dabur India Ltd,Fast Moving Consumer Goods,18.84,3.91,1.65,39.27,FY2022-FY2026,2026-06-25
DALBHARAT,Dalmia Bharat Ltd,Construction Materials,5.74,5.58,6.88,27.71,FY2022-FY2026,2026-06-25
DATAPATTNS,Data Patterns (India) Ltd,Capital Goods,17.06,24.36,21.76,99.67,FY2022-FY2026,2026-06-25
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp Ltd,Chemicals,16.86,8.47,0.76,27.1,FY2022-FY2026,2026-06-25
DEEPAKNTR,Deepak Nitrite Ltd,Chemicals,20.45,3.0,-12.39,40.58,FY2022-FY2026,2026-06-25
DELHIVERY,Delhivery Ltd,Services,-5.36,10.75,,108.04,FY2022-FY2026,2026-06-25
DEVYANI,Devyani International Ltd,Consumer Services,10.22,14.03,,,FY2022-FY2026,2026-06-25
DIVISLAB,Divis Laboratories Ltd,Healthcare,17.35,3.34,-2.81,69.75,FY2022-FY2026,2026-06-25
DIXON,Dixon Technologies (India) Ltd,Consumer Durables,32.92,35.51,49.16,50.25,FY2022-FY2026,2026-06-25
LALPATHLAB,Dr Lal Pathlabs Ltd,Healthcare,21.51,5.77,7.81,55.41,FY2022-FY2026,2026-06-25
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,16.97,9.36,13.89,25.88,FY2022-FY2026,2026-06-25
EIDPARRY,EID Parry (India) Ltd,Fast Moving Consumer Goods,25.72,10.38,-8.93,22.18,FY2022-FY2026,2026-06-25
EIHOTEL,EIH Ltd,Consumer Services,10.71,25.09,,38.03,FY2022-FY2026,2026-06-25
EICHERMOT,Eicher Motors Ltd,Automobile and Auto Components,21.43,17.85,26.81,37.69,FY2022-FY2026,2026-06-25
ELECON,Elecon Engineering Company Ltd,Capital Goods,19.65,14.31,19.41,35.69,FY2022-FY2026,2026-06-25
ELGIEQUIP,Elgi Equipments Ltd,Capital Goods,22.32,9.37,19.24,45.68,FY2022-FY2026,2026-06-25
EMAMILTD,Emami Ltd,Fast Moving Consumer Goods,32.31,3.44,-1.36,22.59,FY2022-FY2026,2026-06-25
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,23.31,9.47,5.89,37.26,FY2022-FY2026,2026-06-25
EMMVEE,Emmvee Photovoltaic Power Ltd,Capital Goods,37.44,55.52,4.36,19.74,FY2022-FY2026,2026-06-25
ENDURANCE,Endurance Technologies Ltd,Automobile and Auto Components,13.82,14.1,15.62,39.67,FY2022-FY2026,2026-06-25
ENGINERSIN,Engineers India Ltd,Construction,19.01,6.16,37.75,21.14,FY2022-FY2026,2026-06-25
ERIS,ERIS Lifesciences Ltd,Healthcare,18.21,18.36,8.4,32.37,FY2022-FY2026,2026-06-25
ESCORTS,Escorts Kubota Ltd,Capital Goods,13.17,9.64,30.83,13.79,FY2022-FY2026,2026-06-25
ETERNAL,Eternal Ltd,Consumer Services,5.32,24.72,,94.16,FY2022-FY2026,2026-06-25
EXIDEIND,Exide Industries Ltd,Automobile and Auto Components,15.18,7.07,-27.84,37.75,FY2022-FY2026,2026-06-25
NYKAA,FSN E-Commerce Ventures Ltd,Consumer Services,5.91,21.57,37.97,439.2,FY2022-FY2026,2026-06-25
FEDERALBNK,Federal Bank Ltd,Banks,13.4,15.59,13.48,18.12,FY2022-FY2026,2026-06-25
FACT,Fertilizers & Chemicals Travancore Ltd,Chemicals,43.34,5.28,,,FY2022-FY2026,2026-06-25
FINCABLES,Finolex Cables Ltd,Capital Goods,13.65,10.9,3.56,24.8,FY2022-FY2026,2026-06-25
FSL,Firstsource Solutions Ltd,Services,16.04,10.05,4.41,25.43,FY2022-FY2026,2026-06-25
FIVESTAR,Five-Star Business Finance Ltd,Financial Services,16.46,20.74,19.04,13.3,FY2022-FY2026,2026-06-25
FORCEMOT,Force Motors Ltd,Automobile and Auto Components,17.06,22.83,,19.6,FY2022-FY2026,2026-06-25
FORTIS,Fortis Healthcare Ltd,Healthcare,10.4,9.81,13.43,70.44,FY2022-FY2026,2026-06-25
GAIL,GAIL (India) Ltd,Oil Gas & Consumable Fuels,13.54,8.83,-8.92,15.08,FY2022-FY2026,2026-06-25
GVT&D,GE Vernova T&D India Ltd,Capital Goods,21.31,15.15,,112.19,FY2022-FY2026,2026-06-25
GMRAIRPORT,GMR Airports Ltd,Services,-1.95,155.45,,825.92,FY2022-FY2026,2026-06-25
GABRIEL,Gabriel India Ltd,Automobile and Auto Components,17.45,12.66,22.13,71.91,FY2022-FY2026,2026-06-25
GALLANTT,Gallantt Ispat Ltd.,Capital Goods,11.91,7.93,-1.48,36.62,FY2022-FY2026,2026-06-25
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,23.18,31.9,31.59,42.91,FY2022-FY2026,2026-06-25
GICRE,General Insurance Corporation of India,Financial Services,12.93,1.59,32.28,6.68,FY2022-FY2026,2026-06-25
GILLETTE,Gillette India Ltd,Fast Moving Consumer Goods,66.36,,,39.1,FY2022-FY2026,2026-06-25
GLAND,Gland Pharma Ltd,Healthcare,11.3,7.88,-3.3,36.85,FY2022-FY2026,2026-06-25
GLAXO,Glaxosmithkline Pharmaceuticals Ltd,Healthcare,48.41,3.12,-9.38,39.19,FY2022-FY2026,2026-06-25
GLENMARK,Glenmark Pharmaceuticals Ltd,Healthcare,5.29,6.66,7.66,45.16,FY2022-FY2026,2026-06-25
MEDANTA,Global Health Ltd,Healthcare,15.49,15.27,21.71,62.91,FY2022-FY2026,2026-06-25
GODIGIT,Go Digit General Insurance Ltd,Financial Services,2.88,21.1,,53.5,FY2022-FY2026,2026-06-25
GPIL,Godawari Power & Ispat Ltd,Capital Goods,26.28,-0.06,-10.53,22.74,FY2022-FY2026,2026-06-25
GODFRYPHLP,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,21.84,18.91,28.36,22.87,FY2022-FY2026,2026-06-25
GODREJCP,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,11.26,4.34,0.85,56.08,FY2022-FY2026,2026-06-25
GODREJIND,Godrej Industries Ltd,Diversified,16.57,9.49,13.66,30.71,FY2022-FY2026,2026-06-25
GODREJPROP,Godrej Properties Ltd,Realty,7.82,22.97,37.1,29.13,FY2022-FY2026,2026-06-25
GRANULES,Granules India Ltd,Healthcare,15.56,7.34,7.61,32.37,FY2022-FY2026,2026-06-25
GRAPHITE,Graphite India Ltd,Capital Goods,8.16,-1.18,-19.08,70.31,FY2022-FY2026,2026-06-25
GRASIM,Grasim Industries Ltd,Construction Materials,12.13,12.89,-8.04,43.08,FY2022-FY2026,2026-06-25
GRAVITA,Gravita India Ltd,Metals & Mining,31.82,13.99,20.51,33.31,FY2022-FY2026,2026-06-25
GESHIP,Great Eastern Shipping Company Ltd,Services,19.12,9.04,36.13,7.13,FY2022-FY2026,2026-06-25
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Chemicals,14.11,4.79,-6.12,74.47,FY2022-FY2026,2026-06-25
GMDCLTD,Gujarat Mineral Development Corporation Ltd,Metals & Mining,13.59,-0.59,16.49,19.99,FY2022-FY2026,2026-06-25
HEG,HEG Ltd,Capital Goods,8.36,3.13,-4.55,30.1,FY2022-FY2026,2026-06-25
HBLENGINE,HBL Engineering Ltd,Capital Goods,22.48,21.72,54.04,27.91,FY2022-FY2026,2026-06-25
HCLTECH,HCL Technologies Ltd,Information Technology,23.45,8.73,4.28,18.09,FY2022-FY2026,2026-06-25
HDBFS,HDB Financial Services Ltd,Financial Services,15.63,10.26,19.07,23.92,FY2022-FY2026,2026-06-25
HDFCAMC,HDFC Asset Management Company Ltd,Financial Services,29.26,13.68,15.37,40.13,FY2022-FY2026,2026-06-25
HDFCBANK,HDFC Bank Ltd,Banks,16.16,20.73,7.56,15.67,FY2022-FY2026,2026-06-25
HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services,10.98,8.18,7.13,67.36,FY2022-FY2026,2026-06-25
HFCL,HFCL Ltd,Telecommunication,9.16,0.92,-2.11,98.2,FY2022-FY2026,2026-06-25
HAVELLS,Havells India Ltd,Consumer Durables,18.82,10.08,7.13,43.56,FY2022-FY2026,2026-06-25
HEROMOTOCO,Hero MotoCorp Ltd,Automobile and Auto Components,21.17,9.92,19.87,17.33,FY2022-FY2026,2026-06-25
HEXT,Hexaware Technologies Ltd,Information Technology,,,,32.49,FY2022-FY2026,2026-06-25
HSCL,Himadri Speciality Chemical Ltd,Chemicals,12.46,10.8,72.32,42.5,FY2022-FY2026,2026-06-25
HINDALCO,Hindalco Industries Ltd,Metals & Mining,12.99,7.11,-0.5,16.56,FY2022-FY2026,2026-06-25
HAL,Hindustan Aeronautics Ltd,Capital Goods,27.08,6.09,12.4,33.02,FY2022-FY2026,2026-06-25
HINDCOPPER,Hindustan Copper Ltd,Metals & Mining,20.52,11.06,19.67,52.66,FY2022-FY2026,2026-06-25
HINDPETRO,Hindustan Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,16.9,4.77,19.86,4.68,FY2022-FY2026,2026-06-25
HINDUNILVR,Hindustan Unilever Ltd,Fast Moving Consumer Goods,22.19,4.21,11.12,33.75,FY2022-FY2026,2026-06-25
HINDZINC,Hindustan Zinc Ltd,Metals & Mining,55.63,6.77,7.51,16.7,FY2022-FY2026,2026-06-25
POWERINDIA,Hitachi Energy India Ltd,Capital Goods,13.89,,,162.85,FY2022-FY2026,2026-06-25
HOMEFIRST,Home First Finance Company India Ltd,Financial Services,14.75,26.37,19.52,21.59,FY2022-FY2026,2026-06-25
HONASA,Honasa Consumer Ltd,Fast Moving Consumer Goods,10.93,20.46,-79.06,68.28,FY2022-FY2026,2026-06-25
HONAUT,Honeywell Automation India Ltd,Capital Goods,13.57,9.69,9.13,64.34,FY2022-FY2026,2026-06-25
HUDCO,Housing & Urban Development Corporation Ltd,Financial Services,14.57,13.49,18.65,10.36,FY2022-FY2026,2026-06-25
HYUNDAI,Hyundai Motor India Ltd,Automobile and Auto Components,31.13,7.96,,30.05,FY2022-FY2026,2026-06-25
ICICIBANK,ICICI Bank Ltd,Banks,17.88,15.4,15.94,17.65,FY2022-FY2026,2026-06-25
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financial Services,17.26,10.99,16.52,32.9,FY2022-FY2026,2026-06-25
ICICIAMC,ICICI Prudential Asset Management Co Ltd,Financial Services,78.89,17.89,-39.51,7.18,FY2022-FY2026,2026-06-25
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financial Services,9.55,-0.07,16.0,44.96,FY2022-FY2026,2026-06-25
IDBI,IDBI Bank Ltd,Banks,10.9,9.64,29.42,10.03,FY2022-FY2026,2026-06-25
IDFCFIRSTB,IDFC First Bank Ltd,Banks,5.88,18.75,54.85,38.79,FY2022-FY2026,2026-06-25
IFCI,IFCI Ltd,Financial Services,-35.06,3.39,,407.9,FY2022-FY2026,2026-06-25
IIFL,IIFL Finance Ltd,Financial Services,15.96,13.81,6.76,13.66,FY2022-FY2026,2026-06-25
IRB,IRB Infrastructure Developers Ltd,Construction,11.3,5.67,18.47,30.18,FY2022-FY2026,2026-06-25
