ticker,name,sector,roe,revCAGR,epsCAGR,pe,fy_window,rebalance_date
APTUS,Aptus Value Housing Finance India Ltd,Financial Services,16.08,22.25,-11.62,27.44,FY2020-FY2024,2024-09-25
ASAHIINDIA,Asahi India Glass Ltd,Automobile and Auto Components,15.31,10.43,16.37,64.16,FY2020-FY2024,2024-09-25
ASHOKLEY,Ashok Leyland Ltd,Capital Goods,9.75,15.8,49.31,26.45,FY2020-FY2024,2024-09-25
ASIANPAINT,Asian Paints Ltd,Consumer Durables,27.92,11.92,15.08,68.81,FY2020-FY2024,2024-09-25
ASTERDM,Aster DM Healthcare Ltd,Healthcare,9.98,-15.63,-14.11,3.91,FY2020-FY2024,2024-09-25
ASTRAL,Astral Ltd,Capital Goods,20.47,16.95,17.06,100.84,FY2020-FY2024,2024-09-25
ATHERENERG,Ather Energy Ltd,Automobile and Auto Components,-131.76,118.77,,,FY2020-FY2024,2024-09-25
ATUL,Atul Ltd,Chemicals,14.84,2.92,-13.36,59.51,FY2020-FY2024,2024-09-25
AUROPHARMA,Aurobindo Pharma Ltd,Healthcare,15.22,4.66,2.2,24.18,FY2020-FY2024,2024-09-25
AIIL,Authum Investment & Infrastructure Ltd,Financial Services,17.9,,,7.17,FY2020-FY2024,2024-09-25
DMART,Avenue Supermarts Ltd,Consumer Services,13.43,15.35,14.17,128.27,FY2020-FY2024,2024-09-25
AXISBANK,Axis Bank Ltd,Banks,10.03,12.09,67.06,13.79,FY2020-FY2024,2024-09-25
BEML,BEML Ltd,Capital Goods,5.86,6.03,34.56,55.85,FY2020-FY2024,2024-09-25
BLS,BLS International Services Ltd,Consumer Services,21.59,16.36,42.8,38.74,FY2020-FY2024,2024-09-25
BSE,BSE Ltd,Financial Services,10.64,20.82,44.72,64.35,FY2020-FY2024,2024-09-25
BAJAJ-AUTO,Bajaj Auto Ltd,Automobile and Auto Components,22.31,8.44,8.92,46.92,FY2020-FY2024,2024-09-25
BAJFINANCE,Bajaj Finance Ltd,Financial Services,19.19,15.82,21.69,30.56,FY2020-FY2024,2024-09-25
BAJAJFINSV,Bajaj Finserv Ltd,Financial Services,24.6,15.22,19.26,36.05,FY2020-FY2024,2024-09-25
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financial Services,11.83,31.37,19.42,16.66,FY2020-FY2024,2024-09-25
BAJAJHFL,Bajaj Housing Finance Ltd,Financial Services,12.18,23.55,24.57,64.65,FY2020-FY2024,2024-09-25
BALKRISIND,Balkrishna Industries Ltd,Automobile and Auto Components,19.2,14.26,8.93,37.13,FY2020-FY2024,2024-09-25
BALRAMCHIN,Balrampur Chini Mills Ltd,Fast Moving Consumer Goods,17.24,3.36,2.33,27.8,FY2020-FY2024,2024-09-25
BANDHANBNK,Bandhan Bank Ltd,Banks,11.97,11.63,-5.92,12.29,FY2020-FY2024,2024-09-25
BANKBARODA,Bank of Baroda,Banks,8.93,8.45,78.37,6.32,FY2020-FY2024,2024-09-25
BANKINDIA,Bank of India,Banks,4.32,7.47,,6.93,FY2020-FY2024,2024-09-25
MAHABANK,Bank of Maharashtra,Banks,11.74,12.26,53.26,9.12,FY2020-FY2024,2024-09-25
BATAINDIA,Bata India Ltd,Consumer Durables,11.32,2.63,-4.41,52.84,FY2020-FY2024,2024-09-25
BAYERCROP,Bayer CropScience Ltd,Chemicals,23.99,7.19,9.31,48.37,FY2020-FY2024,2024-09-25
BELRISE,Belrise Industries Ltd,Automobile and Auto Components,14.37,9.52,,,FY2020-FY2024,2024-09-25
BERGEPAINT,Berger Paints India Ltd,Consumer Durables,23.3,11.96,12.18,62.61,FY2020-FY2024,2024-09-25
BDL,Bharat Dynamics Ltd,Capital Goods,15.68,-5.27,2.75,77.0,FY2020-FY2024,2024-09-25
BEL,Bharat Electronics Ltd,Capital Goods,21.72,9.34,16.87,46.1,FY2020-FY2024,2024-09-25
BHARATFORG,Bharat Forge Ltd,Automobile and Auto Components,8.59,14.25,22.16,77.79,FY2020-FY2024,2024-09-25
BHEL,Bharat Heavy Electricals Ltd,Capital Goods,-1.93,2.17,,230.42,FY2020-FY2024,2024-09-25
BPCL,Bharat Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,23.2,9.5,54.47,11.19,FY2020-FY2024,2024-09-25
BHARTIARTL,Bharti Airtel Ltd,Telecommunication,-12.79,11.62,,120.72,FY2020-FY2024,2024-09-25
BHARTIHEXA,Bharti Hexacom Ltd,Telecommunication,-3.69,12.85,,60.88,FY2020-FY2024,2024-09-25
BIKAJI,Bikaji Foods International Ltd,Fast Moving Consumer Goods,16.51,16.72,-14.47,84.44,FY2020-FY2024,2024-09-25
GROWW,Billionbrains Garage Ventures Ltd,Financial Services,-13.44,,,,FY2020-FY2024,2024-09-25
BIOCON,Biocon Ltd,Healthcare,9.36,18.56,6.43,30.89,FY2020-FY2024,2024-09-25
BSOFT,Birlasoft Ltd,Information Technology,16.72,9.91,22.76,28.12,FY2020-FY2024,2024-09-25
BLUEDART,Blue Dart Express Ltd,Services,21.92,10.72,,72.4,FY2020-FY2024,2024-09-25
BLUEJET,Blue Jet Healthcare Ltd,Healthcare,35.75,5.76,-79.18,54.2,FY2020-FY2024,2024-09-25
BLUESTARCO,Blue Star Ltd,Consumer Durables,20.47,12.56,22.09,78.69,FY2020-FY2024,2024-09-25
BBTC,The Bombay Burmah Trading Corporation Ltd,Fast Moving Consumer Goods,18.73,7.55,1.25,14.93,FY2020-FY2024,2024-09-25
BOSCHLTD,Bosch Ltd,Automobile and Auto Components,11.75,11.19,30.85,51.57,FY2020-FY2024,2024-09-25
FIRSTCRY,Brainbees Solutions Ltd,Consumer Services,-0.81,21.83,,,FY2020-FY2024,2024-09-25
BRIGADE,Brigade Enterprises Ltd,Realty,3.52,13.22,25.07,64.74,FY2020-FY2024,2024-09-25
BRITANNIA,Britannia Industries Ltd,Fast Moving Consumer Goods,52.31,7.65,8.78,70.18,FY2020-FY2024,2024-09-25
MAPMYINDIA,C.E. Info Systems Ltd,Information Technology,22.85,20.53,-16.36,83.99,FY2020-FY2024,2024-09-25
CCL,CCL Products (India) Ltd,Fast Moving Consumer Goods,18.14,18.43,8.48,35.99,FY2020-FY2024,2024-09-25
CESC,CESC Ltd,Power,13.66,4.69,1.66,18.37,FY2020-FY2024,2024-09-25
CGPOWER,CG Power & Industrial Solutions Ltd,Capital Goods,34.74,19.15,,129.42,FY2020-FY2024,2024-09-25
CIEINDIA,CIE Automotive India Ltd,Automobile and Auto Components,,,,38.52,FY2020-FY2024,2024-09-25
CRISIL,CRISIL Ltd,Financial Services,,,,52.99,FY2020-FY2024,2024-09-25
CANFINHOME,Can Fin Homes Ltd,Financial Services,18.43,11.66,14.82,14.29,FY2020-FY2024,2024-09-25
CANBK,Canara Bank,Banks,8.34,17.3,,6.46,FY2020-FY2024,2024-09-25
CANHLIFE,Canara HSBC Life Insurance Company Ltd,Financial Services,5.88,30.96,1.4,,FY2020-FY2024,2024-09-25
CAPLIPOINT,Caplin Point Laboratories Ltd,Healthcare,26.86,14.44,16.19,29.31,FY2020-FY2024,2024-09-25
CGCL,Capri Global Capital Ltd,Financial Services,9.63,26.4,11.58,52.74,FY2020-FY2024,2024-09-25
CARBORUNIV,Carborundum Universal Ltd,Capital Goods,15.73,12.59,11.01,60.15,FY2020-FY2024,2024-09-25
CARTRADE,Cartrade Tech Ltd,Consumer Services,1.2,10.46,-45.5,95.25,FY2020-FY2024,2024-09-25
CASTROLIND,Castrol India Ltd,Oil Gas & Consumable Fuels,,,,27.73,FY2020-FY2024,2024-09-25
CEATLTD,CEAT Ltd,Automobile and Auto Components,9.31,11.99,22.68,20.96,FY2020-FY2024,2024-09-25
CEMPRO,Cemindia Projects Ltd,Construction,8.53,21.95,44.71,28.6,FY2020-FY2024,2024-09-25
CENTRALBK,Central Bank of India,Banks,1.71,5.45,,16.12,FY2020-FY2024,2024-09-25
CDSL,Central Depository Services (India) Ltd,Financial Services,25.51,29.26,31.6,59.69,FY2020-FY2024,2024-09-25
CHALET,Chalet Hotels Ltd,Consumer Services,4.11,7.63,22.0,228.99,FY2020-FY2024,2024-09-25
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,Chemicals,27.6,8.04,1.57,12.93,FY2020-FY2024,2024-09-25
CHENNPETRO,Chennai Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,20.78,12.3,,19.89,FY2020-FY2024,2024-09-25
CHOICEIN,Choice International Ltd,Financial Services,13.31,41.77,39.54,60.29,FY2020-FY2024,2024-09-25
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Financial Services,36.67,14.48,26.33,18.48,FY2020-FY2024,2024-09-25
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financial Services,18.49,17.08,25.93,35.63,FY2020-FY2024,2024-09-25
CIPLA,Cipla Ltd,Healthcare,13.23,8.51,21.63,29.92,FY2020-FY2024,2024-09-25
CUB,City Union Bank Ltd,Banks,11.69,4.8,16.21,11.91,FY2020-FY2024,2024-09-25
CLEAN,Clean Science & Technology Ltd,Chemicals,36.11,13.55,-53.46,63.45,FY2020-FY2024,2024-09-25
COALINDIA,Coal India Ltd,Oil Gas & Consumable Fuels,50.14,8.54,17.48,8.55,FY2020-FY2024,2024-09-25
COCHINSHIP,Cochin Shipyard Ltd,Capital Goods,14.11,2.28,4.39,54.05,FY2020-FY2024,2024-09-25
COFORGE,Coforge Ltd,Information Technology,23.63,16.58,12.96,55.08,FY2020-FY2024,2024-09-25
COHANCE,Cohance Lifesciences Ltd,Healthcare,27.59,4.73,-1.07,101.23,FY2020-FY2024,2024-09-25
COLPAL,Colgate-Palmolive (India) Ltd,Fast Moving Consumer Goods,67.49,4.65,10.15,68.17,FY2020-FY2024,2024-09-25
CAMS,Computer Age Management Services Ltd,Financial Services,40.75,10.19,15.34,53.59,FY2020-FY2024,2024-09-25
CONCORDBIO,Concord Biotech Ltd,Healthcare,21.27,14.71,-30.2,76.02,FY2020-FY2024,2024-09-25
CONCOR,Container Corporation Of India Ltd,Services,8.13,5.79,25.58,53.17,FY2020-FY2024,2024-09-25
COROMANDEL,Coromandel International Ltd,Chemicals,25.91,10.92,8.94,36.04,FY2020-FY2024,2024-09-25
CRAFTSMAN,Craftsman Automation Ltd,Automobile and Auto Components,14.96,24.44,48.61,57.72,FY2020-FY2024,2024-09-25
CREDITACC,CreditAccess Grameen Ltd,Financial Services,13.76,24.84,31.39,14.85,FY2020-FY2024,2024-09-25
CROMPTON,Crompton Greaves Consumer Electricals Ltd,Consumer Durables,27.11,10.1,-2.86,57.22,FY2020-FY2024,2024-09-25
CUMMINSIND,Cummins India Ltd,Capital Goods,19.94,11.63,19.52,54.96,FY2020-FY2024,2024-09-25
CYIENT,Cyient Ltd,Information Technology,15.5,10.05,14.61,34.48,FY2020-FY2024,2024-09-25
DCMSHRIRAM,DCM Shriram Ltd,Diversified,15.64,7.06,-9.01,32.77,FY2020-FY2024,2024-09-25
DLF,DLF Ltd,Realty,6.12,6.47,-11.21,203.96,FY2020-FY2024,2024-09-25
DOMS,DOMS Industries Ltd,Fast Moving Consumer Goods,16.88,18.64,-51.78,87.53,FY2020-FY2024,2024-09-25
DABUR,Dabur India Ltd,Fast Moving Consumer Goods,21.59,7.39,4.92,65.52,FY2020-FY2024,2024-09-25
DALBHARAT,Dalmia Bharat Ltd,Construction Materials,6.07,8.71,30.56,46.58,FY2020-FY2024,2024-09-25
DATAPATTNS,Data Patterns (India) Ltd,Capital Goods,19.69,27.23,-23.5,77.39,FY2020-FY2024,2024-09-25
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp Ltd,Chemicals,15.55,13.12,33.37,18.97,FY2020-FY2024,2024-09-25
DEEPAKNTR,Deepak Nitrite Ltd,Chemicals,32.92,12.67,5.82,45.88,FY2020-FY2024,2024-09-25
DELHIVERY,Delhivery Ltd,Services,-10.37,21.83,,677.27,FY2020-FY2024,2024-09-25
DEVYANI,Devyani International Ltd,Consumer Services,-16.79,20.47,,,FY2020-FY2024,2024-09-25
DIVISLAB,Divis Laboratories Ltd,Healthcare,19.68,7.78,3.06,77.68,FY2020-FY2024,2024-09-25
DIXON,Dixon Technologies (India) Ltd,Consumer Durables,24.1,32.09,24.19,119.27,FY2020-FY2024,2024-09-25
LALPATHLAB,Dr Lal Pathlabs Ltd,Healthcare,22.07,10.86,9.59,68.41,FY2020-FY2024,2024-09-25
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,16.02,9.84,22.36,20.8,FY2020-FY2024,2024-09-25
EIDPARRY,EID Parry (India) Ltd,Fast Moving Consumer Goods,27.97,11.42,13.91,19.99,FY2020-FY2024,2024-09-25
EIHOTEL,EIH Ltd,Consumer Services,3.82,9.49,33.84,35.35,FY2020-FY2024,2024-09-25
EICHERMOT,Eicher Motors Ltd,Automobile and Auto Components,18.24,12.55,16.91,31.31,FY2020-FY2024,2024-09-25
ELECON,Elecon Engineering Company Ltd,Capital Goods,15.4,12.23,31.7,41.56,FY2020-FY2024,2024-09-25
ELGIEQUIP,Elgi Equipments Ltd,Capital Goods,17.7,11.96,49.03,68.29,FY2020-FY2024,2024-09-25
EMAMILTD,Emami Ltd,Fast Moving Consumer Goods,28.72,6.15,19.98,43.15,FY2020-FY2024,2024-09-25
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,20.56,5.69,42.87,46.79,FY2020-FY2024,2024-09-25
EMMVEE,Emmvee Photovoltaic Power Ltd,Capital Goods,9.17,11.4,16.26,,FY2020-FY2024,2024-09-25
ENDURANCE,Endurance Technologies Ltd,Automobile and Auto Components,14.9,8.17,3.77,44.44,FY2020-FY2024,2024-09-25
ENGINERSIN,Engineers India Ltd,Construction,15.5,0.27,3.37,33.29,FY2020-FY2024,2024-09-25
ERIS,ERIS Lifesciences Ltd,Healthcare,21.42,13.34,5.7,51.7,FY2020-FY2024,2024-09-25
ESCORTS,Escorts Kubota Ltd,Capital Goods,13.94,11.03,20.39,39.3,FY2020-FY2024,2024-09-25
ETERNAL,Eternal Ltd,Consumer Services,-45.57,23.17,,156.32,FY2020-FY2024,2024-09-25
EXIDEIND,Exide Industries Ltd,Automobile and Auto Components,17.51,2.99,2.44,47.88,FY2020-FY2024,2024-09-25
NYKAA,FSN E-Commerce Ventures Ltd,Consumer Services,6.66,8.94,-24.66,348.29,FY2020-FY2024,2024-09-25
FEDERALBNK,Federal Bank Ltd,Banks,12.76,11.64,14.97,11.09,FY2020-FY2024,2024-09-25
FACT,Fertilizers & Chemicals Travancore Ltd,Chemicals,72.21,12.77,-33.37,,FY2020-FY2024,2024-09-25
FINCABLES,Finolex Cables Ltd,Capital Goods,14.09,11.75,10.75,33.41,FY2020-FY2024,2024-09-25
FSL,Firstsource Solutions Ltd,Services,14.89,9.1,8.33,41.35,FY2020-FY2024,2024-09-25
FIVESTAR,Five-Star Business Finance Ltd,Financial Services,16.05,22.64,-22.74,23.81,FY2020-FY2024,2024-09-25
FORCEMOT,Force Motors Ltd,Automobile and Auto Components,3.43,17.81,50.55,19.84,FY2020-FY2024,2024-09-25
FORTIS,Fortis Healthcare Ltd,Healthcare,6.29,8.27,59.43,68.88,FY2020-FY2024,2024-09-25
GAIL,GAIL (India) Ltd,Oil Gas & Consumable Fuels,15.11,12.94,1.57,12.55,FY2020-FY2024,2024-09-25
GVT&D,GE Vernova T&D India Ltd,Capital Goods,-1.59,0.06,,100.72,FY2020-FY2024,2024-09-25
GMRAIRPORT,GMR Airports Ltd,Services,-6.77,0.47,,,FY2020-FY2024,2024-09-25
GABRIEL,Gabriel India Ltd,Automobile and Auto Components,14.15,12.32,16.92,37.9,FY2020-FY2024,2024-09-25
GALLANTT,Gallantt Ispat Ltd.,Capital Goods,8.74,37.34,27.61,29.31,FY2020-FY2024,2024-09-25
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,17.15,20.18,16.93,53.63,FY2020-FY2024,2024-09-25
GICRE,General Insurance Corporation of India,Financial Services,8.54,-1.79,,9.89,FY2020-FY2024,2024-09-25
GILLETTE,Gillette India Ltd,Fast Moving Consumer Goods,,,,63.56,FY2020-FY2024,2024-09-25
GLAND,Gland Pharma Ltd,Healthcare,14.76,16.56,-1.22,43.97,FY2020-FY2024,2024-09-25
GLAXO,Glaxosmithkline Pharmaceuticals Ltd,Healthcare,33.91,1.39,44.65,68.41,FY2020-FY2024,2024-09-25
GLENMARK,Glenmark Pharmaceuticals Ltd,Healthcare,13.5,3.29,30.7,8.56,FY2020-FY2024,2024-09-25
MEDANTA,Global Health Ltd,Healthcare,10.39,16.9,19.33,60.31,FY2020-FY2024,2024-09-25
GODIGIT,Go Digit General Insurance Ltd,Financial Services,-3.26,,,120.0,FY2020-FY2024,2024-09-25
GPIL,Godawari Power & Ispat Ltd,Capital Goods,30.28,10.74,42.16,15.0,FY2020-FY2024,2024-09-25
GODFRYPHLP,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,18.79,6.91,18.07,42.32,FY2020-FY2024,2024-09-25
GODREJCP,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,18.0,8.97,-11.32,278.18,FY2020-FY2024,2024-09-25
GODREJIND,Godrej Industries Ltd,Diversified,12.33,8.01,-35.91,103.0,FY2020-FY2024,2024-09-25
GODREJPROP,Godrej Properties Ltd,Realty,4.69,4.46,19.44,63.91,FY2020-FY2024,2024-09-25
GRANULES,Granules India Ltd,Healthcare,19.4,11.63,4.86,27.87,FY2020-FY2024,2024-09-25
GRAPHITE,Graphite India Ltd,Capital Goods,6.02,-0.95,78.23,24.58,FY2020-FY2024,2024-09-25
GRASIM,Grasim Industries Ltd,Construction Materials,13.02,13.92,5.65,41.57,FY2020-FY2024,2024-09-25
GRAVITA,Gravita India Ltd,Metals & Mining,32.27,18.58,48.43,62.18,FY2020-FY2024,2024-09-25
GESHIP,Great Eastern Shipping Company Ltd,Services,14.97,7.34,67.02,6.25,FY2020-FY2024,2024-09-25
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Chemicals,10.75,10.44,17.24,117.8,FY2020-FY2024,2024-09-25
GMDCLTD,Gujarat Mineral Development Corporation Ltd,Metals & Mining,9.07,11.19,32.43,18.75,FY2020-FY2024,2024-09-25
HEG,HEG Ltd,Capital Goods,6.63,2.21,35.78,47.84,FY2020-FY2024,2024-09-25
HBLENGINE,HBL Engineering Ltd,Capital Goods,10.63,15.38,60.54,51.59,FY2020-FY2024,2024-09-25
HCLTECH,HCL Technologies Ltd,Information Technology,22.6,9.23,7.26,28.26,FY2020-FY2024,2024-09-25
HDBFS,HDB Financial Services Ltd,Financial Services,16.49,,,,FY2020-FY2024,2024-09-25
HDFCAMC,HDFC Asset Management Company Ltd,Financial Services,29.34,8.26,8.97,42.61,FY2020-FY2024,2024-09-25
HDFCBANK,HDFC Bank Ltd,Banks,16.9,18.34,11.15,19.35,FY2020-FY2024,2024-09-25
HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services,14.07,28.13,2.63,92.44,FY2020-FY2024,2024-09-25
HFCL,HFCL Ltd,Telecommunication,12.63,3.07,5.29,61.61,FY2020-FY2024,2024-09-25
HAVELLS,Havells India Ltd,Consumer Durables,19.14,14.51,11.53,92.51,FY2020-FY2024,2024-09-25
HEROMOTOCO,Hero MotoCorp Ltd,Automobile and Auto Components,20.04,5.25,0.56,29.91,FY2020-FY2024,2024-09-25
HEXT,Hexaware Technologies Ltd,Information Technology,,,,,FY2020-FY2024,2024-09-25
HSCL,Himadri Speciality Chemical Ltd,Chemicals,8.57,18.3,11.18,64.5,FY2020-FY2024,2024-09-25
HINDALCO,Hindalco Industries Ltd,Metals & Mining,10.57,12.82,21.93,12.43,FY2020-FY2024,2024-09-25
HAL,Hindustan Aeronautics Ltd,Capital Goods,26.15,7.21,21.47,34.84,FY2020-FY2024,2024-09-25
HINDCOPPER,Hindustan Copper Ltd,Metals & Mining,4.02,15.59,,79.5,FY2020-FY2024,2024-09-25
HINDPETRO,Hindustan Petroleum Corporation Ltd,Oil Gas & Consumable Fuels,15.87,10.02,45.5,20.45,FY2020-FY2024,2024-09-25
HINDUNILVR,Hindustan Unilever Ltd,Fast Moving Consumer Goods,34.32,9.24,7.01,69.29,FY2020-FY2024,2024-09-25
HINDZINC,Hindustan Zinc Ltd,Metals & Mining,33.83,9.29,2.73,24.38,FY2020-FY2024,2024-09-25
POWERINDIA,Hitachi Energy India Ltd,Capital Goods,10.38,,,270.47,FY2020-FY2024,2024-09-25
HOMEFIRST,Home First Finance Company India Ltd,Financial Services,12.24,23.0,27.73,33.62,FY2020-FY2024,2024-09-25
HONASA,Honasa Consumer Ltd,Fast Moving Consumer Goods,,74.19,,197.81,FY2020-FY2024,2024-09-25
HONAUT,Honeywell Automation India Ltd,Capital Goods,17.23,4.29,0.4,82.84,FY2020-FY2024,2024-09-25
HUDCO,Housing & Urban Development Corporation Ltd,Financial Services,12.8,0.69,4.38,19.76,FY2020-FY2024,2024-09-25
HYUNDAI,Hyundai Motor India Ltd,Automobile and Auto Components,22.72,9.78,,,FY2020-FY2024,2024-09-25
ICICIBANK,ICICI Bank Ltd,Banks,15.42,13.46,33.65,19.62,FY2020-FY2024,2024-09-25
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financial Services,18.37,12.3,8.19,50.45,FY2020-FY2024,2024-09-25
ICICIAMC,ICICI Prudential Asset Management Co Ltd,Financial Services,75.27,,,,FY2020-FY2024,2024-09-25
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financial Services,10.34,33.66,-4.51,129.89,FY2020-FY2024,2024-09-25
IDBI,IDBI Bank Ltd,Banks,-1.14,4.88,,14.83,FY2020-FY2024,2024-09-25
IDFCFIRSTB,IDFC First Bank Ltd,Banks,1.41,13.21,,22.71,FY2020-FY2024,2024-09-25
IFCI,IFCI Ltd,Financial Services,-49.67,-17.88,,252.39,FY2020-FY2024,2024-09-25
IIFL,IIFL Finance Ltd,Financial Services,17.4,16.66,28.36,21.79,FY2020-FY2024,2024-09-25
IRB,IRB Infrastructure Developers Ltd,Construction,5.31,1.58,-13.46,60.73,FY2020-FY2024,2024-09-25
IRCON,Ircon International Ltd,Construction,13.27,18.34,13.87,23.6,FY2020-FY2024,2024-09-25
ITCHOTELS,ITC Hotels Ltd,Consumer Services,,,,,FY2020-FY2024,2024-09-25
